species,type,freshwater_estimate,freshwater_plastisphere_enriched,freshwater_plastisphere_unique,seawater_estimate,seawater_plastisphere_enriched,seawater_plastisphere_unique,terrestrial_estimate,terrestrial_plastisphere_enriched,terrestrial_plastisphere_unique,freshwater_level,freshwater_environment,freshwater_plastisphere,fwe_mean,fwp_mean,fw_mean_difference,seawater_level,seawater_environment,seawater_plastisphere,swe_mean,swp_mean,sw_mean_difference,terrestrial_level,terrestrial_environment,terrestrial_plastisphere,tre_mean,trp_mean,tr_mean_difference,Start,End
Lactobacillus.ruminis,Animal,0,0,1,0,0,0,-6.55E-05,1,0,ns,0,0.025,0,1,1,ns,0,0,0,0,0,enriched,0.040540541,92.04705882,0.000440239,0.999559761,0.999119522,195,196
Lactobacillus.saerimneri,Animal,4.94E-05,0,0,0,0,1,-3.26E-05,0,0,ns,0.622377622,3.441666667,0.153142431,0.846857569,0.693715138,ns,0,0.03,0,1,1,ns,0.189189189,0.694117647,0.214182865,0.785817135,0.57163427,196,197
Lactobacillus.salivarius,Animal,-1.91E-05,1,0,3.20E-05,0,0,-3.33E-05,1,0,enriched,0.265734266,6.416666667,0.039766286,0.960233714,0.920467428,ns,1.045454545,0.11,0.904799371,0.095200629,-0.809598742,enriched,0.033783784,4.876470588,0.006880251,0.993119749,0.986239498,197,198
Laribacter.hongkongensis,Animal,20.00003816,0,0,2.29E-05,0,0,-6.24E-05,0,0,depleted,97.79020979,252.6583333,0.279042991,0.720957009,0.441914018,depleted,1.454545455,0.316666667,0.821214713,0.178785287,-0.642429426,ns,0.804054054,1.947058824,0.292265018,0.707734982,0.415469964,198,199
Lawsonia.intracellularis,Animal,-4.07E-05,1,0,4.73E-05,0,0,0,0,1,enriched,3.062937063,71.95833333,0.040827582,0.959172418,0.918344836,depleted,0.901515152,5.193333333,0.147914284,0.852085716,0.704171432,ns,0,0.135294118,0,1,1,199,200
Legionella.adelaidensis,Animal,6.07E-05,0,0,0,1,0,6.37E-05,0,0,depleted,1.398601399,0.433333333,0.763455911,0.236544089,-0.526911822,enriched,0.234848485,0,1,0,-1,ns,7.439189189,10.75882353,0.408791295,0.591208705,0.18241741,200,201
Legionella.clemsonensis,Animal,0,0,0,-4.32E-05,0,0,0,0,0,ns,0,0,0,0,0,ns,2.378787879,2.553333333,0.482305235,0.517694765,0.03538953,ns,0,0,0,0,0,201,202
Legionella.drancourtii,Animal,1.51E-05,0,0,4.10E-05,0,0,0,0,1,depleted,7.265734266,1.1,0.868511243,0.131488757,-0.737022486,depleted,1.977272727,0.006666667,0.996639682,0.003360318,-0.993279364,ns,0,1.405882353,0,1,1,202,203
Legionella.erythra,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,71.69411765,0,1,1,203,204
Legionella.fairfieldensis,Animal,2.11E-05,0,0,6.04E-05,0,0,0,0,0,depleted,15.32167832,0.075,0.995128819,0.004871181,-0.990257638,depleted,0.181818182,0.006666667,0.964630223,0.035369777,-0.929260446,ns,0,0,0,0,0,204,205
Legionella.hackeliae,Animal,1.17E-05,0,0,0,1,0,-3.21E-05,0,0,ns,0.097902098,0.058333333,0.626631855,0.373368145,-0.25326371,enriched,0.083333333,0,1,0,-1,ns,0.432432432,7.247058824,0.056310036,0.943689964,0.887379928,205,206
Legionella.maceachernii,Animal,0,1,1,0,0,0,0,0,0,enriched,0,0.308333333,0,1,1,ns,0,0,0,0,0,ns,0.02027027,0,1,0,-1,206,207
Legionella.massiliensis,Animal,-4.36E-05,0,0,2.20E-05,0,0,0,0,1,ns,0.055944056,0.091666667,0.378997236,0.621002764,0.242005528,ns,7.583333333,9.576666667,0.441919192,0.558080808,0.116161616,ns,0,0.070588235,0,1,1,207,208
Legionella.pneumophila,Animal,0,1,0,3.56E-05,0,0,0,0,0,enriched,0.083916084,0,1,0,-1,depleted,20.18939394,3.906666667,0.837871147,0.162128853,-0.675742294,ns,0,0,0,0,0,208,209
Legionella.sainthelensi,Animal,0,0,0,-5.08E-05,0,0,0,0,0,ns,0,0,0,0,0,ns,0.007575758,1.06,0.007096225,0.992903775,0.98580755,ns,0,0,0,0,0,209,210
Legionella.spiritensis,Animal,0,0,0,0,1,1,0,1,1,ns,0,0,0,0,0,enriched,0,44.13333333,0,1,1,enriched,0,85.02941176,0,1,1,210,211
Legionella.tunisiensis,Animal,3.50E-05,0,0,4.75E-05,0,0,2.35E-05,0,0,depleted,2.090909091,0.908333333,0.697145744,0.302854256,-0.394291488,depleted,0.363636364,0.01,0.97323601,0.02676399,-0.94647202,ns,0.533783784,0.511764706,0.510529917,0.489470083,-0.021059834,211,212
Legionella.waltersii,Animal,0,0,0,4.38E-06,0,0,0,0,0,ns,0,0,0,0,0,ns,3.666666667,0.286666667,0.927487352,0.072512648,-0.854974704,ns,0,0,0,0,0,212,213
Leifsonia.aquatica,Animal,5.43E-05,0,0,4.18E-05,0,0,-19.00004604,1,0,ns,30.27272727,18.44166667,0.621432904,0.378567096,-0.242865808,depleted,6.053030303,4.516666667,0.572677752,0.427322248,-0.145355504,enriched,40.34459459,161.4882353,0.199891141,0.800108859,0.600217718,213,214
Leptospira.kirschneri,Animal,-6.16E-05,1,0,0,0,1,0,0,0,enriched,1.426573427,7.691666667,0.156452716,0.843547284,0.687094568,ns,0,0.026666667,0,1,1,ns,0,0,0,0,0,214,215
Leptospira.noguchii,Animal,5.000004037,0,0,0,1,0,0,0,0,depleted,15.48251748,0.716666667,0.955759089,0.044240911,-0.911518178,enriched,0.310606061,0,1,0,-1,ns,0,0,0,0,0,215,216
Leptotrichia.goodfellowii,Animal,-5.40E-05,0,0,7.83E-06,0,0,0,0,0,ns,2.132867133,4.25,0.334155026,0.665844974,0.331689948,ns,1,2.13,0.319488818,0.680511182,0.361022364,ns,0,0,0,0,0,216,217
Leuconostoc.pseudomesenteroides,Animal,-5.67E-06,0,0,2.11E-05,0,0,-8.66E-06,1,0,ns,2.937062937,3.616666667,0.448151376,0.551848624,0.103697248,ns,83.68181818,14.7,0.850582147,0.149417853,-0.701164294,enriched,0.824324324,616.4764706,0.001335369,0.998664631,0.997329262,217,218
Listeria.grayi,Animal,0,0,1,2.94E-05,0,0,1.58E-05,0,0,ns,0,0.075,0,1,1,ns,0.022727273,0.023333333,0.493421059,0.506578941,0.013157882,ns,12.25,110.7352941,0.099605405,0.900394595,0.80078919,218,219
Listeria.innocua,Animal,0,0,1,0,0,0,2.29E-05,0,0,ns,0,0.225,0,1,1,ns,0,0,0,0,0,ns,5.02027027,24.70588235,0.168883957,0.831116043,0.662232086,219,220
Listeria.welshimeri,Animal,0,1,1,-1.73E-05,0,0,3.46E-05,0,0,enriched,0,0.65,0,1,1,ns,0.356060606,1.45,0.197147651,0.802852349,0.605704698,depleted,55.20945946,8.470588235,0.866982068,0.133017932,-0.733964136,220,221
Lysinibacillus.sphaericus,Animal,-3.999976402,1,0,-3.82E-05,0,0,727.5064394,0,0,enriched,8.685314685,1463.691667,0.005898839,0.994101161,0.988202322,ns,9.075757576,99.27333333,0.08376404,0.91623596,0.83247192,depleted,2495.006757,742.9882353,0.770540647,0.229459353,-0.541081294,221,222
Megasphaera.micronuciformis,Animal,-1.13E-06,1,0,3.03E-05,0,0,5.999947142,0,0,enriched,2.174825175,26.15,0.076781592,0.923218408,0.846436816,depleted,0.287878788,4.13,0.06516222,0.93483778,0.86967556,depleted,32.16216216,6.435294118,0.833271548,0.166728452,-0.666543096,222,223
Microbacterium.foliorum,Animal,64.99998935,0,0,5.71E-05,0,0,7.86E-05,0,0,depleted,128,19.73333333,0.866425993,0.133574007,-0.732851986,depleted,11.62121212,6.706666667,0.634072947,0.365927053,-0.268145894,ns,14.74324324,75.13529412,0.164035193,0.835964807,0.671929614,223,224
Microbacterium.maritypicum,Animal,-2.42E-05,0,0,6.26E-05,0,0,1.88E-05,0,0,ns,9.769230769,27.675,0.260900827,0.739099173,0.478198346,ns,6.704545455,17.95333333,0.271902766,0.728097234,0.456194468,ns,77.43918919,194.8176471,0.284434324,0.715565676,0.431131352,224,225
Microbacterium.paraoxydans,Animal,-1.56E-05,1,0,-2.86E-05,1,0,-3.30E-05,0,0,enriched,2.300699301,58.26666667,0.037985791,0.962014209,0.924028418,enriched,3.46969697,24.62,0.123522051,0.876477949,0.752955898,ns,79.41216216,96.6,0.451174289,0.548825711,0.097651422,225,226
Microbacterium.testaceum,Animal,-1.25E-05,0,0,-5.41E-05,0,0,-18.00000982,1,0,ns,12.08391608,55.80833333,0.17798668,0.82201332,0.64402664,ns,1.492424242,25.28333333,0.05573789,0.94426211,0.88852422,enriched,20.84459459,261.6529412,0.073786819,0.926213181,0.852426362,226,227
microbial.mat,Animal,-3.23E-06,0,0,-2.10E-05,0,0,0,0,1,ns,3.328671329,30.425,0.098616571,0.901383429,0.802766858,ns,0.643939394,34.55,0.018296883,0.981703117,0.963406234,ns,0,0.447058824,0,1,1,227,228
Micrococcus.lylae,Animal,-5.33E-05,1,0,-1.04E-05,0,0,-3.24E-05,1,0,enriched,2.06993007,1.091666667,0.654710339,0.345289661,-0.309420678,ns,0.098484848,0.403333333,0.196256038,0.803743962,0.607487924,enriched,225.6824324,1091.258824,0.17136864,0.82863136,0.65726272,228,229
Mitsuokella.multacida,Animal,-6.000071663,1,0,5.53E-06,0,0,4.999949804,0,0,enriched,5.132867133,1981.966667,0.002583095,0.997416905,0.99483381,depleted,1.113636364,23.00333333,0.046176463,0.953823537,0.907647074,depleted,21.68918919,4.076470588,0.84178668,0.15821332,-0.68357336,229,230
Moellerella.wisconsensis,Animal,0,0,1,5.05E-05,0,0,0,0,0,ns,0,0.108333333,0,1,1,depleted,6.681818182,3.82,0.636253463,0.363746537,-0.272506926,ns,0,0,0,0,0,230,231
Moraxella.nonliquefaciens,Animal,0,0,1,-3.71E-05,0,0,0,0,0,ns,0,0.025,0,1,1,ns,0.234848485,92.66333333,0.00252802,0.99747198,0.99494396,ns,0,0,0,0,0,231,232
Moraxella.osloensis,Animal,-3.74E-05,1,0,-3.32E-05,1,0,-3.18E-05,1,0,enriched,2.643356643,10.475,0.201500593,0.798499407,0.596998814,enriched,1.295454545,23.02333333,0.0532697,0.9467303,0.8934606,enriched,1.040540541,22.07647059,0.045011898,0.954988102,0.909976204,232,233
Moraxella.ovis,Animal,-5.75E-05,1,0,5.78E-05,0,0,0,0,0,enriched,0.027972028,6.808333333,0.004091688,0.995908312,0.991816624,ns,0.03030303,5.616666667,0.005366246,0.994633754,0.989267508,ns,0,0,0,0,0,233,234
Mycobacterium.abscessus,Animal,-5.21E-05,1,0,-6.58E-05,0,0,1.17E-06,0,0,enriched,0.013986014,3.783333333,0.003683128,0.996316872,0.992633744,ns,0.015151515,1.156666667,0.01292992,0.98707008,0.97414016,ns,49.22972973,33.57647059,0.594517434,0.405482566,-0.189034868,234,235
Mycobacterium.celatum,Animal,3.92E-05,0,0,4.84E-05,0,0,0.999982759,0,0,depleted,1.713286713,0.575,0.748720299,0.251279701,-0.497440598,depleted,0.439393939,0.053333333,0.891758918,0.108241082,-0.783517836,depleted,34.06081081,24.52941176,0.581339502,0.418660498,-0.162679004,235,236
Mycobacterium.diernhoferi,Animal,7.74E-05,0,0,3.78E-05,0,0,-13.99996123,0,0,ns,8.440559441,0.433333333,0.951167617,0.048832383,-0.902335234,depleted,6.234848485,1.79,0.776942829,0.223057171,-0.553885658,ns,167.0405405,285.1117647,0.369434234,0.630565766,0.261131532,236,237
Mycobacterium.intracellulare,Animal,8.000029447,0,0,1.59E-05,0,0,108.9999744,0,0,depleted,28.68531469,29.44166667,0.493493968,0.506506032,0.013012064,depleted,2.772727273,6.106666667,0.312265374,0.687734626,0.375469252,depleted,136.2162162,29.93529412,0.819831345,0.180168655,-0.63966269,237,238
Mycobacterium.koreense,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,10.74705882,0,1,1,238,239
Mycobacterium.litorale,Animal,6.44E-05,0,0,-4.67E-05,1,0,2.88E-05,0,0,ns,211.2307692,2.733333333,0.987225271,0.012774729,-0.974450542,enriched,0.113636364,0.726666667,0.1352326,0.8647674,0.7295348,ns,43.27702703,65.60588235,0.397463911,0.602536089,0.205072178,239,240
Mycobacterium.mucogenicum,Animal,6.94E-05,0,0,-1.45E-05,0,0,-2.16E-06,0,0,ns,454.3636364,4.333333333,0.99055295,0.00944705,-0.9811059,ns,0.037878788,0.32,0.105842507,0.894157493,0.788314986,ns,11.4527027,35.1,0.246015849,0.753984151,0.507968302,240,241
Mycobacterium.obuense,Animal,4.0000397,0,0,4.16E-05,0,0,3.43E-06,0,0,depleted,10.86713287,2.85,0.792230634,0.207769366,-0.584461268,depleted,1.477272727,0.08,0.948628138,0.051371862,-0.897256276,ns,31.50675676,12.44705882,0.716815056,0.283184944,-0.433630112,241,242
Mycobacterium.parascrofulaceum,Animal,4.94E-05,0,0,0,0,0,-4.32E-06,1,0,ns,53.58741259,0.066666667,0.998757473,0.001242527,-0.997514946,ns,0,0,0,0,0,enriched,0.966216216,4.023529412,0.193640375,0.806359625,0.61271925,242,243
Mycobacterium.rhodesiae,Animal,19.00004608,0,0,4.54E-05,0,0,-1.63E-06,0,0,depleted,222.8181818,123.3916667,0.643592846,0.356407154,-0.287185692,depleted,1.03030303,0.92,0.528278434,0.471721566,-0.056556868,ns,22.87162162,55.05294118,0.293509784,0.706490216,0.412980432,243,244
Mycobacterium.simiae,Animal,4.000012874,0,0,3.62E-05,0,0,8.06E-05,0,0,depleted,136.7272727,9.941666667,0.932216959,0.067783041,-0.864433918,depleted,0.21969697,0.136666667,0.616496598,0.383503402,-0.232993196,ns,12.37162162,14.52352941,0.459994503,0.540005497,0.080010994,244,245
Mycobacterium.smegmatis,Animal,-2.23E-05,1,0,-2.58E-05,0,0,-1.83E-06,1,0,enriched,0.825174825,6.925,0.106471769,0.893528231,0.787056462,ns,0.727272727,10.48333333,0.064873632,0.935126368,0.870252736,enriched,58.27027027,209.1352941,0.217909715,0.782090285,0.56418057,245,246
Mycolicibacterium.hassiacum,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,35.25294118,0,1,1,246,247
Myroides.marinus,Animal,0,1,1,0,0,1,0,0,0,enriched,0,23.375,0,1,1,ns,0,0.896666667,0,1,1,ns,0,0,0,0,0,247,248
Myroides.odoratimimus,Animal,-1.95E-05,1,0,2.73E-05,0,0,-9.80E-06,1,0,enriched,0.048951049,18.10833333,0.002695945,0.997304055,0.99460811,depleted,0.393939394,0.416666667,0.485981308,0.514018692,0.028037384,enriched,0.033783784,0.482352941,0.065455106,0.934544894,0.869089788,248,249
Myroides.odoratus,Animal,-5.53E-05,0,0,2.000027054,0,0,1.11E-05,0,0,ns,16.51048951,297.1833333,0.052632498,0.947367502,0.894735004,depleted,473.1818182,21.97666667,0.955616904,0.044383096,-0.911233808,ns,0.006756757,0.011764706,0.364806873,0.635193127,0.270386254,249,250
Neisseria.animaloris,Animal,5.17E-05,0,0,0,1,0,0,0,0,depleted,27.8951049,0.325,0.988483388,0.011516612,-0.976966776,enriched,0.045454545,0,1,0,-1,ns,0,0,0,0,0,250,251
Neisseria.elongata,Animal,7.29E-05,0,0,0,0,1,0,0,1,ns,0.594405594,0.233333333,0.718107575,0.281892425,-0.43621515,ns,0,0.01,0,1,1,ns,0,0.023529412,0,1,1,251,252
Neisseria.mucosa,Animal,-1.40E-06,1,0,-7.39E-05,1,0,-3.74E-05,1,0,enriched,0.034965035,1.058333333,0.031981238,0.968018762,0.936037524,enriched,0.287878788,1.446666667,0.165967855,0.834032145,0.66806429,enriched,0.087837838,2.317647059,0.036515647,0.963484353,0.926968706,252,253
Nocardia.africana,Animal,0,0,0,0,0,1,-4.26E-05,0,0,ns,0,0,0,0,0,ns,0,0.053333333,0,1,1,ns,13.77027027,170.3705882,0.074781178,0.925218822,0.850437644,253,254
Nocardia.asteroides,Animal,-3.38E-05,1,0,0,0,1,-1.03E-05,1,0,enriched,0.034965035,1.15,0.029507229,0.970492771,0.940985542,ns,0,0.48,0,1,1,enriched,1.081081081,347.8294118,0.003098448,0.996901552,0.993803104,254,255
Nocardia.coubleae,Animal,-4.76E-05,0,0,0,1,1,-8.64E-05,1,0,ns,0.153846154,0.716666667,0.176730486,0.823269514,0.646539028,enriched,0,2.443333333,0,1,1,enriched,1.75,61.15882353,0.027818037,0.972181963,0.944363926,255,256
Nocardia.jejuensis,Animal,0,0,1,0,0,1,-2.11E-05,1,0,ns,0,0.041666667,0,1,1,ns,0,0.016666667,0,1,1,enriched,2.554054054,79.8,0.031013094,0.968986906,0.937973812,256,257
Nocardia.pseudovaccinii,Animal,0,0,1,0,0,0,4.29E-05,0,0,ns,0,0.05,0,1,1,ns,0,0,0,0,0,depleted,6.304054054,14.68235294,0.300387487,0.699612513,0.399225026,257,258
Nocardia.salmonicida,Animal,0,0,0,0,0,1,-1.14E-05,1,0,ns,0,0,0,0,0,ns,0,0.05,0,1,1,enriched,4.135135135,1504.911765,0.00274023,0.99725977,0.99451954,258,259
Nocardia.testacea,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,15.13529412,0,1,1,259,260
Nocardiopsis.dassonvillei,Animal,-4.44E-05,1,0,1.96E-05,0,0,5.000041076,0,0,enriched,0.41958042,4.875,0.079247152,0.920752848,0.841505696,ns,0.075757576,0.213333333,0.262054508,0.737945492,0.475890984,ns,84.34459459,220.9176471,0.276302087,0.723697913,0.447395826,260,261
Obesumbacterium.proteus,Animal,5.96E-05,0,0,7.81E-05,0,0,0,0,0,ns,1.265734266,25.64166667,0.047040376,0.952959624,0.905919248,depleted,78.90151515,18.32,0.811564344,0.188435656,-0.623128688,ns,0,0,0,0,0,261,262
Ochrobactrum.intermedium,Animal,-8.000048294,1,0,-11.00003309,1,0,-30.00006101,0,0,enriched,49.39160839,114.0833333,0.302135654,0.697864346,0.395728692,enriched,12.27272727,311.1,0.037952264,0.962047736,0.924095472,ns,215.8175676,1123.135294,0.161183843,0.838816157,0.677632314,262,263
Ochrobactrum.oryzae,Animal,-54.99995427,1,0,-254.0000265,1,0,-15.00006903,0,0,enriched,22.17482517,221.475,0.091011045,0.908988955,0.81797791,enriched,93.81818182,879.2333333,0.096416459,0.903583541,0.807167082,ns,198.5810811,351.7823529,0.360818086,0.639181914,0.278363828,263,264
Odoribacter.laneus,Animal,2.09E-05,0,0,0,0,1,0,0,0,ns,8.216783217,0.425,0.950820335,0.049179665,-0.90164067,ns,0,0.01,0,1,1,ns,0,0,0,0,0,264,265
Odoribacter.splanchnicus,Animal,5.46E-05,0,0,8.18E-05,0,0,0,0,0,ns,0.244755245,0.541666667,0.31122638,0.68877362,0.37754724,depleted,0.295454545,0.026666667,0.917215427,0.082784573,-0.834430854,ns,0,0,0,0,0,265,266
Oerskovia.turbata,Animal,-1.10E-05,0,0,-5.43E-06,0,0,-7.03E-05,1,0,ns,0.51048951,3.3,0.133969536,0.866030464,0.732060928,ns,0.136363636,39.74666667,0.003419089,0.996580911,0.993161822,enriched,9.817567568,112.1411765,0.080499087,0.919500913,0.839001826,266,267
Oribacterium.sinus,Animal,-3.73E-05,0,0,0,0,1,-1.73E-05,0,0,ns,0.041958042,22.93333333,0.001826225,0.998173775,0.99634755,ns,0,0.06,0,1,1,ns,0.486486486,0.170588235,0.740382289,0.259617711,-0.480764578,267,268
Oscillibacter.ruminantium,Animal,-3.42E-05,1,0,-2.27E-05,0,0,4.73E-05,0,0,enriched,1.664335664,52.69166667,0.03061917,0.96938083,0.93876166,ns,1.409090909,11.52666667,0.10892991,0.89107009,0.78214018,depleted,10.76351351,20.67647059,0.342351112,0.657648888,0.315297776,268,269
Paenibacillus.larvae,Animal,5.39E-05,0,0,6.33E-05,0,0,108.9999567,0,0,ns,2.811188811,2.616666667,0.517918877,0.482081123,-0.035837754,depleted,9.166666667,5.27,0.634957285,0.365042715,-0.26991457,depleted,204.5743243,86.47647059,0.702881861,0.297118139,-0.405763722,269,270
Paeniclostridium.sordellii,Animal,-2.91E-06,1,0,1.63E-05,0,0,21.99996965,0,0,enriched,0.195804196,5.125,0.036799737,0.963200263,0.926400526,ns,0.28030303,0.953333333,0.2272169,0.7727831,0.5455662,depleted,163.6756757,14.75294118,0.917317404,0.082682596,-0.834634808,270,271
Pandoraea.pulmonicola,Animal,-5.49E-05,1,0,0,0,0,-5.82E-06,1,0,enriched,0.090909091,1.025,0.081466395,0.918533605,0.83706721,ns,0.015151515,0,1,0,-1,enriched,1.337837838,265.0058824,0.005022975,0.994977025,0.98995405,271,272
Pandoraea.sputorum,Animal,0,0,0,0,0,0,-5.10E-05,1,0,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0.081081081,23.16470588,0.00348799,0.99651201,0.99302402,272,273
Pandoraea.thiooxydans,Animal,68.00008778,0,0,6.48E-05,0,0,2.19E-05,0,0,depleted,227.2797203,54.63333333,0.806205024,0.193794976,-0.612410048,depleted,2.568181818,22.62333333,0.101946302,0.898053698,0.796107396,ns,71.96621622,1198.476471,0.056646567,0.943353433,0.886706866,273,274
Pandoraea.vervacti,Animal,4.44E-05,0,0,4.41E-05,0,0,3.97E-06,0,0,ns,55.96503497,73.24166667,0.433143438,0.566856562,0.133713124,depleted,1.560606061,1.123333333,0.581460991,0.418539009,-0.162921982,depleted,2.263513514,12.88235294,0.149447608,0.850552392,0.701104784,274,275
Pannonibacter.phragmitetus,Animal,-66.99996137,1,0,-401.00008,1,0,574.000026,0,0,enriched,104.1398601,419.4666667,0.198889538,0.801110462,0.602220924,enriched,77.37121212,1325.503333,0.055151911,0.944848089,0.889696178,depleted,1122.675676,610.8352941,0.647631134,0.352368866,-0.295262268,275,276
Pantoea.ananatis,Animal,0,0,0,0,0,0,0,0,1,ns,0,0,0,0,0,ns,0,0,0,0,0,ns,0,0.058823529,0,1,1,276,277
Pantoea.vagans,Animal,-7.79E-05,1,0,7.23E-06,0,0,-9.000048928,1,0,enriched,2.909090909,122.7916667,0.023142986,0.976857014,0.953714028,ns,59.42424242,5.096666667,0.921007519,0.078992481,-0.842015038,enriched,1.331081081,212.6411765,0.006220812,0.993779188,0.987558376,277,278
Parabacteroides.goldsteinii,Animal,-4.17E-05,1,0,3.30E-05,0,0,0,0,1,enriched,0.146853147,3.858333333,0.036665745,0.963334255,0.92666851,ns,3.03030303,2.376666667,0.560443871,0.439556129,-0.120887742,ns,0,0.035294118,0,1,1,278,279
Parabacteroides.gordonii,Animal,3.93E-06,0,0,6.74E-05,0,0,0,0,1,depleted,19.26573427,34.475,0.358494065,0.641505935,0.28301187,depleted,3.272727273,0.18,0.947867299,0.052132701,-0.895734598,ns,0,0.658823529,0,1,1,279,280
Parabacteroides.johnsonii,Animal,0,0,0,0,0,1,0,0,0,ns,0,0,0,0,0,ns,0,0.056666667,0,1,1,ns,0,0,0,0,0,280,281
Parabacteroides.merdae,Animal,-3.25E-05,0,0,3.40E-05,0,0,0,0,1,ns,1.335664336,4.333333333,0.235608553,0.764391447,0.528782894,depleted,1.121212121,2.696666667,0.293674101,0.706325899,0.412651798,ns,0,0.029411765,0,1,1,281,282
Paraburkholderia.fungorum,Animal,5.42E-05,0,0,-3.88E-05,0,0,-10.0000147,1,0,ns,0.797202797,2.191666667,0.266723859,0.733276141,0.466552282,ns,0.106060606,2.26,0.04482582,0.95517418,0.91034836,enriched,28.93243243,395.8882353,0.068105049,0.931894951,0.863789902,282,283
Parachlamydia.acanthamoebae,Animal,9.74E-06,0,0,-2.92E-05,0,0,-2.69E-05,0,0,ns,7.055944056,1.808333333,0.79599766,0.20400234,-0.59199532,ns,5.886363636,32.55666667,0.153119137,0.846880863,0.693761726,ns,0.817567568,5.117647059,0.137748611,0.862251389,0.724502778,283,284
Paraclostridium.bifermentans,Animal,10.9999632,0,0,8.14E-06,0,0,18.00004238,0,0,depleted,79.86713287,37.51666667,0.680393148,0.319606852,-0.360786296,ns,12.03787879,26.08,0.315806629,0.684193371,0.368386742,depleted,100.5,65.92352941,0.603880956,0.396119044,-0.207761912,284,285
Paracoccus.sanguinis,Animal,-111.9999992,1,0,-1144.999997,1,0,7.015088653,0,0,enriched,736.4895105,2210.425,0.249918858,0.750081142,0.500162284,enriched,2631.128788,4486.763333,0.369649995,0.630350005,0.26070001,ns,226.8986486,304.0823529,0.427319712,0.572680288,0.145360576,285,286
Paracoccus.yeei,Animal,-537.0000321,1,0,-661.9999636,1,0,-5.999957169,1,0,enriched,750.6853147,2011.7,0.271752572,0.728247428,0.456494856,enriched,779.0833333,2144.04,0.266524277,0.733475723,0.466951446,enriched,13.54054054,77.94117647,0.148013625,0.851986375,0.70397275,286,287
Parvimonas.micra,Animal,0,1,1,4.03E-05,0,0,2.999969983,0,0,enriched,0,0.175,0,1,1,ns,0.098484848,0.3,0.247148288,0.752851712,0.505703424,depleted,8.006756757,1.776470588,0.818416712,0.181583288,-0.636833424,287,288
Pelobacter.propionicus,Animal,16.0000097,0,0,2.84E-06,0,0,6.999971394,0,0,depleted,86.09090909,43.41666667,0.664755777,0.335244223,-0.329511554,depleted,15.18939394,8.53,0.64037867,0.35962133,-0.28075734,depleted,413,73.36470588,0.849157011,0.150842989,-0.698314022,288,289
Peptostreptococcus.anaerobius,Animal,-3.13E-05,1,0,-5.91E-05,0,0,0,0,1,enriched,0.048951049,0.775,0.059410142,0.940589858,0.881179716,ns,0.075757576,0.943333333,0.074338389,0.925661611,0.851323222,ns,0,0.570588235,0,1,1,289,290
Photorhabdus.luminescens,Animal,-4.16E-05,1,0,7.72E-05,0,0,1.33E-05,0,0,enriched,0.146853147,21.24166667,0.00686598,0.99313402,0.98626804,ns,0.477272727,0.85,0.359589041,0.640410959,0.280821918,ns,0.108108108,0.247058824,0.30438675,0.69561325,0.3912265,290,291
Prevotella.bivia,Animal,-1.54E-05,0,0,0,0,1,0,0,0,ns,2.839160839,1.041666667,0.731586455,0.268413545,-0.46317291,ns,0,0.006666667,0,1,1,ns,0,0,0,0,0,291,292
Prevotella.buccalis,Animal,0,1,1,0,0,1,0,0,0,enriched,0,16.05,0,1,1,ns,0,0.09,0,1,1,ns,0,0,0,0,0,292,293
Prevotella.copri,Animal,5.41E-05,0,0,3.33E-06,0,0,-9.19E-05,1,0,depleted,11.00699301,98.3,0.100697976,0.899302024,0.798604048,depleted,20.25757576,5.806666667,0.777217133,0.222782867,-0.554434266,enriched,0.162162162,2.088235294,0.072059343,0.927940657,0.855881314,293,294
Prevotella.heparinolytica,Animal,2.63E-05,0,0,2.29E-05,0,0,0,1,1,depleted,4.671328671,42.20833333,0.099645101,0.900354899,0.800709798,depleted,2.939393939,0.23,0.927430921,0.072569079,-0.854861842,enriched,0,1.752941176,0,1,1,294,295
Prevotella.loescheii,Animal,3.08E-05,0,0,0,0,1,0,0,1,ns,7.216783217,0.116666667,0.984091162,0.015908838,-0.968182324,ns,0,0.003333333,0,1,1,ns,0,0.029411765,0,1,1,295,296
Prevotella.micans,Animal,-5.10E-05,0,0,0,0,0,0,0,0,ns,0.034965035,58.09166667,0.000601532,0.999398468,0.998796936,ns,0,0,0,0,0,ns,0,0,0,0,0,296,297
Prevotella.paludivivens,Animal,3.11E-05,0,0,5.17E-05,0,0,0,0,1,ns,3.965034965,271.6416667,0.014386569,0.985613431,0.971226862,depleted,5.992424242,3.71,0.617621338,0.382378662,-0.235242676,ns,0,3.288235294,0,1,1,297,298
Proteus.mirabilis,Animal,-3.44E-05,1,0,1.42E-05,0,0,0,0,1,enriched,0.132867133,57.275,0.002314441,0.997685559,0.995371118,depleted,0.924242424,0.256666667,0.782653323,0.217346677,-0.565306646,ns,0,0.023529412,0,1,1,298,299
