Genus	kingdom	phylum	class	order	family	full
Nitrososphaera	Archaea	Thaumarchaeota	Unassigned	Nitrososphaerales	Nitrososphaeraceae	ZLow Abundance
Nitrosopumilus	Archaea	Thaumarchaeota	Unassigned	Nitrosopumilales	Nitrosopumilaceae	ZLow Abundance
Methanocella	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	ZLow Abundance
Methanothrix	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	ZLow Abundance
Methanoregula	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	ZLow Abundance
Methanobacterium	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	ZLow Abundance
Candidatus_Pelagibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	SAR11	Alphaproteobacteria
Haloferula	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria
Alteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Pseudoalteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria
Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Firmicutes
Amylibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Psychrobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria
Bermanella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Alcanivorax	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Gammaproteobacteria
Thalassococcus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Planktomarina	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria
Hyphomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Aquabacterium	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
Demequina	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Demequinaceae	Actinobacteria
Rhodanobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Erythrobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alphaproteobacteria
Tenacibaculum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Alicyclobacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Firmicutes
Tumebacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Firmicutes
Phenylobacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Alphaproteobacteria
Acinetobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria
Hydrogenophaga	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Mameliella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Pandoraea	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Litoreibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Ramlibacter	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Pseudoruegeria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Flectobacillus	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Blastomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Pelagicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Symbiobacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVIII	Firmicutes
Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Firmicutes
Psychroserpens	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Mesorhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Flavobacterium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Aeromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Gammaproteobacteria
Limnobacter	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Loktanella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Sulfitobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Limnohabitans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Oleibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Roseateles	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Lelliottia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Lishizhenia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Tateyamaria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Desulfotomaculum	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Firmicutes
Pseudarcicella	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Ruegeria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Thalassospira	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Ponticaulis	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Marinoscillum	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Rheinheimera	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Citreicella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Sutterella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Betaproteobacteria
Euzebya	Bacteria	Actinobacteria	Actinobacteria	Euzebyales	Euzebyaceae	Actinobacteria
Acidovorax	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Ralstonia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Methylotenera	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Betaproteobacteria
Azotobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria
Zoogloea	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Caenispirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Flavimarina	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Ideonella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
Roseibacillus	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Syntrophothermus	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Firmicutes
Streptomyces	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Actinobacteria
Haematobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Nocardioides	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinobacteria
Micromonospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinobacteria
Rubritalea	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobia
Cocleimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Altererythrobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alphaproteobacteria
Albidovulum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Maribacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Sediminibacterium	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Sphingobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Nitrospira	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	ZLow Abundance
Rhizorhapis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Gaetbulibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Rhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria
Vogesella	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Gelidibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Rhodoferax	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Aquimarina	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Exiguobacterium	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Firmicutes
Mesoflavibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Diaphorobacter	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Bradyrhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Alphaproteobacteria
Kaistia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria
Siansivirga	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Aquibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Ulvibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Propionispira	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Firmicutes
Paracoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Amycolatopsis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinobacteria
Subsaxibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Erythromicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alphaproteobacteria
Noviherbaspirillum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Betaproteobacteria
Rhodoplanes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Alphaproteobacteria
Metallibacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Lewinella	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Bacteroidetes
Polaribacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Salinirepens	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Winogradskyella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Gaiella	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Actinobacteria
Nocardia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Actinobacteria
Arcobacter	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	ZLow Abundance
Armatimonadetes_gp5	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	ZLow Abundance
Arthrobacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Actinobacteria
Rhodopirellula	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Polynucleobacter	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Colwellia	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria
Pedomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Alphaproteobacteria
Marinobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Pseudahrensia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Algoriphagus	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Bacteroidetes
Desulfosporosinus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Firmicutes
Celeribacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Rhodobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Cerasicoccus	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Verrucomicrobia
Oceanospirillum	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Blastopirellula	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Desulfonatronospira	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	ZLow Abundance
Phaeocystidibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Novosphingobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Muricauda	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Thiothrix	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria
Rhodoluna	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Pseudonocardia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinobacteria
Planctomicrobium	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Nisaea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Gp4	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Acidobacteria
Nautella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Agromyces	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Dechloromonas	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Spartobacteria_genera_incertae_sedis	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Verrucomicrobia
Rhizobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria
Dokdonia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Dokdonella	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Spongiispira	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Thiohalomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Roseovarius	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Alkanindiges	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria
Croceitalea	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Coraliomargarita	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Verrucomicrobia
Pseudolabrys	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Alphaproteobacteria
Actinomadura	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinobacteria
Kordia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Halomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria
Oceanibaculum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Olleya	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Halioglobus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Ectothiorhodospira	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Blastococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Actinobacteria
Thermosporothrix	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	ZLow Abundance
Achromobacter	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Betaproteobacteria
Fluviicola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Azospirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Psychromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria
Skermanella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Pantoea	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Zhizhongheella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Fulvimarina	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Alphaproteobacteria
Gracilibacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Firmicutes
Brevundimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Alphaproteobacteria
Hoeflea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Boseongicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Pseudopelagicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Oleispira	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Tepidisphaera	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Planctomycetes
Acetobacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroidetes
Marivita	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Moraxella	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria
Siccibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Ilumatobacter	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Actinobacteria
Syntrophomonas	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Firmicutes
Sphingopyxis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Pseudenhygromyxa	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	ZLow Abundance
Maricurvus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_incertae_sedis	Gammaproteobacteria
Octadecabacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Clostridium_sensu_stricto	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Firmicutes
Aeromicrobium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinobacteria
Anaeromyxobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	ZLow Abundance
Agrococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Clostridium_III	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Firmicutes
WPS-2_genera_incertae_sedis	Bacteria	candidate_division_WPS-2	Unassigned	Unassigned	Unassigned	ZLow Abundance
Maritimimonas	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Geobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	ZLow Abundance
Massilia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Betaproteobacteria
Ensifer	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria
Methylothermus	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Algimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Methylophilus	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Betaproteobacteria
Chelatococcus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria
Wenyingzhuangia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Steroidobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Gammaproteobacteria
Aureicoccus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Azospira	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Gp10	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Acidobacteria
Cobetia	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria
Lucibacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria
Algiphilus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Algiphilaceae	Gammaproteobacteria
Devosia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Alphaproteobacteria
Propionivibrio	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Stenotrophomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Marinomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Sphingorhabdus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Undibacterium	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Betaproteobacteria
Anaerosolibacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_4	Firmicutes
Pseudohongiella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillales_incertae_sedis	Gammaproteobacteria
Ferrovibrio	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria
Thalassobius	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Flaviramulus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Puniceicoccus	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Verrucomicrobia
Gramella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Thiophaeococcus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Thalassobaculum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Arenicella	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria
Nitrosospira	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Betaproteobacteria
Pseudooctadecabacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Microbacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
