,log2FC,log2CPM,PValue,FDR,level,otu,neglogp,tax
Subsaximicrobium,18.318,16.116,0.044763674,0.114271822,Enriched,Subsaximicrobium,1.349074276,Bacteroidetes
Muriicola,5.583,15.156,0.010971417,0.034035243,Enriched,Muriicola,1.959737278,Bacteroidetes
Bizionia,1.51,14.288,0.754699457,0.991672307,NotSig,Bizionia,0.122225962,Bacteroidetes
Salegentibacter,1.07,13.053,0.179446879,0.343544328,NotSig,Salegentibacter,0.746064091,Bacteroidetes
Salinimicrobium,0.152,14.667,1.24E-06,8.88E-06,Enriched,Salinimicrobium,5.906578315,Bacteroidetes
Leeuwenhoekiella,-0.076,11.774,0.349554893,0.564270173,NotSig,Leeuwenhoekiella,0.456484614,Bacteroidetes
Seonamhaeicola,3.401,12.288,0.08802555,0.202928044,NotSig,Seonamhaeicola,1.055391253,Bacteroidetes
Jejudonia,3.597,12.966,0.001443315,0.005617685,Enriched,Jejudonia,2.840638875,Bacteroidetes
Aureitalea,5.063,13.721,0.010722298,0.033334899,Enriched,Aureitalea,1.969712127,Bacteroidetes
Frondibacter,10.703,8.965,0.510345526,0.737855184,NotSig,Frondibacter,0.292135688,Bacteroidetes
Ornithobacterium,-1.183,8.966,0.554829209,0.775456691,NotSig,Ornithobacterium,0.255840684,Bacteroidetes
Aureivirga,-4.072,10.966,4.90E-10,5.59E-09,Depleted,Aureivirga,9.30980392,Bacteroidetes
Empedobacter,0.926,13.214,0.709726325,0.941123673,NotSig,Empedobacter,0.148909086,Bacteroidetes
Hyunsoonleella,3.113,12.425,0.02138796,0.061966746,Enriched,Hyunsoonleella,1.669830637,Bacteroidetes
Lacinutrix,-0.769,12.967,0.022588843,0.064988466,Depleted,Lacinutrix,1.646106013,Bacteroidetes
Sediminibacter,-2.67,10.551,0.000245835,0.001173265,Depleted,Sediminibacter,3.609356286,Bacteroidetes
Hoppeia,14.51,11.288,0.136781942,0.277650696,NotSig,Hoppeia,0.863971235,Bacteroidetes
Pibocella,14.288,10.551,0.044759256,0.114271822,Enriched,Pibocella,1.349117141,Bacteroidetes
Sediminibacterium,-2.225,12.424,8.69E-08,7.29E-07,Depleted,Sediminibacterium,7.060980224,Bacteroidetes
Flavisolibacter,14.288,11.967,0.183929829,0.343544328,NotSig,Flavisolibacter,0.735347833,Bacteroidetes
Parasegetibacter,-1.664,11.967,1.33E-05,8.10E-05,Depleted,Parasegetibacter,4.876148359,Bacteroidetes
Terrimonas,1.576,14.721,0.109421927,0.239119586,NotSig,Terrimonas,0.960895641,Bacteroidetes
Niabella,-5.648,14.135,6.01E-39,5.72E-37,Depleted,Niabella,38.22112553,Bacteroidetes
Gracilimonas,-1.521,16.667,2.71E-08,2.41E-07,Depleted,Gracilimonas,7.567030709,Bacteroidetes
Hydrotalea,-3.605,12.966,4.75E-09,4.68E-08,Depleted,Hydrotalea,8.32330639,Bacteroidetes
Chitinophaga,3.339,13.721,0.012968402,0.039883427,Enriched,Chitinophaga,1.887113536,Bacteroidetes
Niastella,-1.184,8.966,0.29929092,0.510260625,NotSig,Niastella,0.523906459,Bacteroidetes
Balneola,-0.012,15.033,0.204694767,0.373528686,NotSig,Balneola,0.68889326,Bacteroidetes
Filimonas,-3.853,13.053,7.23E-36,6.07E-34,Depleted,Filimonas,35.1408617,Bacteroidetes
Ferruginibacter,14.162,11.966,0.183927458,0.343544328,NotSig,Ferruginibacter,0.735353431,Bacteroidetes
Taibaiella,-0.407,11.287,0.053473614,0.132247569,NotSig,Taibaiella,1.271860463,Bacteroidetes
Segetibacter,3.903,14.323,0.904090708,1,NotSig,Segetibacter,0.043787994,Bacteroidetes
Flavitalea,11.703,8.966,0.349471017,0.564270173,NotSig,Flavitalea,0.456588836,Bacteroidetes
Lacibacter,11.702,9.965,0.510345526,0.737855184,NotSig,Lacibacter,0.292135688,Bacteroidetes
Flavihumibacter,-0.13,13.213,0.004992676,0.016719955,Depleted,Flavihumibacter,2.301666617,Bacteroidetes
Hydrobacter,1.038,12.772,0.550883096,0.775456691,NotSig,Hydrobacter,0.258940554,Bacteroidetes
Parafilimonas,1.401,13.214,0.458904462,0.714909025,NotSig,Parafilimonas,0.33827772,Bacteroidetes
Thermoflavifilum,1.137,9.966,0.606706286,0.830076578,NotSig,Thermoflavifilum,0.217021505,Bacteroidetes
Rubrivirga,5.753,16.799,1.97E-08,1.78E-07,Enriched,Rubrivirga,7.705533774,Bacteroidetes
Salisaeta,0.707,14.747,0.086895792,0.201299182,NotSig,Salisaeta,1.061001254,Bacteroidetes
Salinibacter,-0.023,13.772,0.001652921,0.006311399,Depleted,Salinibacter,2.781747903,Bacteroidetes
Rubricoccus,4.22,13.358,0.001959568,0.007339381,Enriched,Rubricoccus,2.707839661,Bacteroidetes
Rhodothermus,4.722,12.773,5.48E-05,0.000304283,Enriched,Rhodothermus,4.261219442,Bacteroidetes
Lewinella,3.826,18.543,1.93E-20,5.74E-19,Enriched,Lewinella,19.71444269,Bacteroidetes
Haliscomenobacter,2.38,16.483,0.000191724,0.000946677,Enriched,Haliscomenobacter,3.717323519,Bacteroidetes
Portibacter,0.901,16.883,0.033773054,0.091276796,Enriched,Portibacter,1.471429666,Bacteroidetes
Aureispira,0.814,15.566,0.000127364,0.00065851,Enriched,Aureispira,3.89495331,Bacteroidetes
Phaeodactylibacter,2.979,17.426,7.52E-12,1.06E-10,Enriched,Phaeodactylibacter,11.12378216,Bacteroidetes
Saprospira,3.444,15.896,0.530388285,0.758380844,NotSig,Saprospira,0.275406077,Bacteroidetes
Solitalea,-3.424,11.773,8.33E-12,1.17E-10,Depleted,Solitalea,11.079355,Bacteroidetes
Pedobacter,-0.482,12.666,0.00015357,0.00077711,Depleted,Pedobacter,3.813693616,Bacteroidetes
Mucilaginibacter,0.138,9.966,0.654844721,0.882401716,NotSig,Mucilaginibacter,0.183861669,Bacteroidetes
Olivibacter,2.217,14.92,0.035414271,0.09380742,Enriched,Olivibacter,1.450821694,Bacteroidetes
Sphingobacterium,1.851,14.135,0.385033404,0.614589113,NotSig,Sphingobacterium,0.414501591,Bacteroidetes
Arcticibacter,13.288,10.551,0.250691578,0.435733108,NotSig,Arcticibacter,0.600860256,Bacteroidetes
Parapedobacter,-14.209,8.966,0.000713096,0.003028536,Depleted,Parapedobacter,3.146852,Bacteroidetes
Nubsella,12.288,10.551,0.510345526,0.737855184,NotSig,Nubsella,0.292135688,Bacteroidetes
Achromobacter,2.292,14.897,0.788534703,1,NotSig,Achromobacter,0.103179189,Betaproteobacteria
Eoetvoesia,-16.887,10.551,5.50E-12,8.00E-11,Depleted,Eoetvoesia,11.25963731,Betaproteobacteria
Derxia,13.025,10.966,0.349472314,0.564270173,NotSig,Derxia,0.456587224,Betaproteobacteria
Alcaligenes,10.703,8.965,0.510345526,0.737855184,NotSig,Alcaligenes,0.292135688,Betaproteobacteria
Pusillimonas,13.872,9.965,0.102636768,0.227272591,NotSig,Pusillimonas,0.988697032,Betaproteobacteria
Candidimonas,1.903,10.965,0.047236993,0.119728577,Enriched,Candidimonas,1.325717756,Betaproteobacteria
Advenella,-2.547,11.288,0.000724384,0.003067345,Depleted,Advenella,3.140031151,Betaproteobacteria
Castellaniella,0.4,8.967,0.810695677,1,NotSig,Castellaniella,0.091142143,Betaproteobacteria
Pandoraea,3.612,15.61,0.568962661,0.792880584,NotSig,Pandoraea,0.244916234,Betaproteobacteria
Limnobacter,0.401,10.967,0.676424537,0.90295399,NotSig,Limnobacter,0.169780647,Betaproteobacteria
Ralstonia,7.48,19.55,0.116650088,0.252594348,NotSig,Ralstonia,0.933114929,Betaproteobacteria
Polynucleobacter,-6.374,12.967,2.53E-17,5.92E-16,Depleted,Polynucleobacter,16.59687948,Betaproteobacteria
Cupriavidus,2.137,11.288,0.092778824,0.210820672,NotSig,Cupriavidus,1.032551137,Betaproteobacteria
Burkholderia,-4.511,13.288,2.33E-28,1.11E-26,Depleted,Burkholderia,27.63264408,Betaproteobacteria
Lautropia,-1.863,9.966,0.016369185,0.048826904,Depleted,Lautropia,1.785972943,Betaproteobacteria
Aquabacterium,-0.137,15.537,3.34E-26,1.26E-24,Depleted,Aquabacterium,25.47625353,Betaproteobacteria
Ideonella,1.62,16.58,0.047887023,0.12116096,Enriched,Ideonella,1.319782161,Betaproteobacteria
Tepidimonas,1.138,8.967,0.457572709,0.714909025,NotSig,Tepidimonas,0.339539886,Betaproteobacteria
Sphaerotilus,4.108,16.458,0.57899971,0.804510794,NotSig,Sphaerotilus,0.237321654,Betaproteobacteria
Inhella,-2.184,8.966,0.174444952,0.337307516,NotSig,Inhella,0.758341593,Betaproteobacteria
Thiomonas,4.291,14.551,0.084345674,0.196652947,NotSig,Thiomonas,1.073937187,Betaproteobacteria
Hydrogenophaga,-1.399,17.358,1.14E-10,1.41E-09,Depleted,Hydrogenophaga,9.943095149,Betaproteobacteria
Ramlibacter,-0.091,14.638,0.037676145,0.099012632,Depleted,Ramlibacter,1.42393354,Betaproteobacteria
Limnohabitans,-0.776,16.315,0.000675447,0.002883962,Depleted,Limnohabitans,3.170408723,Betaproteobacteria
Roseateles,2.674,14.944,0.240391581,0.431495329,NotSig,Roseateles,0.619080746,Betaproteobacteria
Acidovorax,-0.584,12.551,0.004355235,0.015084759,Depleted,Acidovorax,2.360988406,Betaproteobacteria
Rhodoferax,0.025,14.694,0.207321858,0.377357515,NotSig,Rhodoferax,0.683354908,Betaproteobacteria
Diaphorobacter,0.222,14.214,0.021289525,0.061874036,Enriched,Diaphorobacter,1.671834028,Betaproteobacteria
Zhizhongheella,2.663,14.323,0.015374494,0.046091182,Enriched,Zhizhongheella,1.813199169,Betaproteobacteria
Polaromonas,-4.745,13.288,4.28E-14,7.73E-13,Depleted,Polaromonas,13.36855623,Betaproteobacteria
Malikia,0.931,11.55,0.797958648,1,NotSig,Malikia,0.098019614,Betaproteobacteria
Comamonas,-1.185,8.967,0.550070734,0.775456691,NotSig,Comamonas,0.259581461,Betaproteobacteria
Kinneretia,16.811,11.55,0.00049833,0.002220272,Enriched,Kinneretia,3.302482967,Betaproteobacteria
Xenophilus,1.815,12.136,0.267542634,0.460534787,NotSig,Xenophilus,0.572607002,Betaproteobacteria
Variovorax,2.859,12.136,0.107490189,0.235472236,NotSig,Variovorax,0.968631173,Betaproteobacteria
Pelomonas,15.658,12.551,0.136781942,0.277650696,NotSig,Pelomonas,0.863971235,Betaproteobacteria
Noviherbaspirillum,-3.793,11.774,3.59E-12,5.33E-11,Depleted,Noviherbaspirillum,11.44490555,Betaproteobacteria
Massilia,6.362,19.029,0.075115312,0.178055732,NotSig,Massilia,1.124271525,Betaproteobacteria
Undibacterium,-17.841,11.966,1.95E-11,2.60E-10,Depleted,Undibacterium,10.70996539,Betaproteobacteria
Janthinobacterium,-2.991,10.551,0.001975905,0.007381195,Depleted,Janthinobacterium,2.70423394,Betaproteobacteria
Duganella,1.275,10.967,0.910153508,1,NotSig,Duganella,0.040885353,Betaproteobacteria
Herbaspirillum,-2.184,8.966,0.174444952,0.337307516,NotSig,Herbaspirillum,0.758341593,Betaproteobacteria
Herminiimonas,2.815,12.966,0.554829209,0.775456691,NotSig,Herminiimonas,0.255840684,Betaproteobacteria
Sutterella,-3.768,9.964,0.004759593,0.016209878,Depleted,Sutterella,2.322430183,Betaproteobacteria
Parasutterella,-0.185,8.966,0.916622423,1,NotSig,Parasutterella,0.037809523,Betaproteobacteria
Sideroxydans,-11.888,8.966,0.13295989,0.275375564,NotSig,Sideroxydans,0.876279353,Betaproteobacteria
Thiobacillus,-0.506,10.551,0.104570393,0.230035733,NotSig,Thiobacillus,0.98059126,Betaproteobacteria
Hydrogenophilus,14.951,11.551,0.077505293,0.181311563,NotSig,Hydrogenophilus,1.110668638,Betaproteobacteria
Methylotenera,-2.014,16.106,6.83E-30,3.36E-28,Depleted,Methylotenera,29.1655793,Betaproteobacteria
Methylophilus,-2.298,14.824,8.25E-25,2.94E-23,Depleted,Methylophilus,24.08354605,Betaproteobacteria
Methylovorus,-6.09,10.551,6.38E-09,6.24E-08,Depleted,Methylovorus,8.195179321,Betaproteobacteria
Vogesella,-2.992,9.966,0.005712868,0.018709968,Depleted,Vogesella,2.243145811,Betaproteobacteria
Rivicola,-7.519,14.799,1.29E-19,3.53E-18,Depleted,Rivicola,18.88941029,Betaproteobacteria
Aquaspirillum,0.465,12.136,0.86789469,1,NotSig,Aquaspirillum,0.061532969,Betaproteobacteria
Formivibrio,-13.888,9.966,0.00894059,0.028226155,Depleted,Formivibrio,2.048633821,Betaproteobacteria
Vitreoscilla,11.703,8.966,0.349472314,0.564270173,NotSig,Vitreoscilla,0.456587224,Betaproteobacteria
Uruburuella,1.985,9.966,0.20058725,0.367215498,NotSig,Uruburuella,0.697696676,Betaproteobacteria
Neisseria,2.722,11.288,0.452591574,0.711286537,NotSig,Neisseria,0.344293536,Betaproteobacteria
Laribacter,-1.184,8.966,0.552446388,0.775456691,NotSig,Laribacter,0.257709862,Betaproteobacteria
Paludibacterium,-11.888,8.966,0.13295989,0.275375564,NotSig,Paludibacterium,0.876279353,Betaproteobacteria
Nitrosospira,1.415,16.065,0.000266746,0.00125626,Enriched,Nitrosospira,3.573902084,Betaproteobacteria
Nitrosomonas,2.2,13.358,0.496719206,0.737855184,NotSig,Nitrosomonas,0.303889047,Betaproteobacteria
Zoogloea,1.775,15.68,0.01635581,0.048826904,Enriched,Zoogloea,1.786327943,Betaproteobacteria
Dechloromonas,2.936,17.433,0.07692742,0.181147571,NotSig,Dechloromonas,1.113918833,Betaproteobacteria
Azospira,-0.448,9.965,0.481517951,0.737855184,NotSig,Azospira,0.317387518,Betaproteobacteria
Propionivibrio,-2.922,10.967,8.69E-06,5.51E-05,Depleted,Propionivibrio,5.060980224,Betaproteobacteria
Azovibrio,14.288,12.288,0.250690725,0.435733108,NotSig,Azovibrio,0.600861734,Betaproteobacteria
Ferribacterium,1.4,11.288,0.918930512,1,NotSig,Ferribacterium,0.036717328,Betaproteobacteria
Azoarcus,-3.044,14.288,0.000173479,0.000862558,Depleted,Azoarcus,3.76075309,Betaproteobacteria
Thauera,2.213,15.393,0.440851158,0.693599342,NotSig,Thauera,0.355708014,Betaproteobacteria
Sulfuritalea,0.4,10.966,0.672497175,0.899930235,NotSig,Sulfuritalea,0.172309536,Betaproteobacteria
Methyloversatilis,3.351,14.457,0.795592118,1,NotSig,Methyloversatilis,0.099309528,Betaproteobacteria
Georgfuchsia,-4.183,9.966,0.004699246,0.016043284,Depleted,Georgfuchsia,2.32797182,Betaproteobacteria
Denitratisoma,3.161,11.772,0.005606489,0.018476813,Enriched,Denitratisoma,2.251309026,Betaproteobacteria
Sterolibacterium,-1.184,9.966,0.176299946,0.339056634,NotSig,Sterolibacterium,0.753747821,Betaproteobacteria
Sulfuriferula,10.704,8.966,0.510345526,0.737855184,NotSig,Sulfuriferula,0.292135688,Betaproteobacteria
Alicyclobacillus,3.4,13.053,0.029309002,0.08152816,Enriched,Alicyclobacillus,1.532998969,Firmicutes
Tumebacillus,1.137,10.965,0.92354842,1,NotSig,Tumebacillus,0.03454033,Firmicutes
Kyrpidia,15.025,11.966,0.136782368,0.277650696,NotSig,Kyrpidia,0.863969882,Firmicutes
Bacillus,3.572,19.117,0.007696362,0.024904101,Enriched,Bacillus,2.113714513,Firmicutes
Anoxybacillus,3.05,14.251,0.020047432,0.058502425,Enriched,Anoxybacillus,1.697941251,Firmicutes
Fictibacillus,1.622,10.967,0.071765138,0.171539115,NotSig,Fictibacillus,1.144086476,Firmicutes
Aeribacillus,0.815,11.966,0.556565215,0.777121881,NotSig,Aeribacillus,0.25448394,Firmicutes
Caldibacillus,-0.185,8.966,0.916622423,1,NotSig,Caldibacillus,0.037809523,Firmicutes
Vulcanibacillus,10.704,8.966,0.510345526,0.737855184,NotSig,Vulcanibacillus,0.292135688,Firmicutes
Piscibacillus,10.703,8.965,0.510345526,0.737855184,NotSig,Piscibacillus,0.292135688,Firmicutes
Thalassobacillus,2.515,11.287,0.345719539,0.564270173,NotSig,Thalassobacillus,0.461276075,Firmicutes
Lentibacillus,1.138,10.551,0.92354842,1,NotSig,Lentibacillus,0.03454033,Firmicutes
Compostibacillus,-11.888,8.967,0.13295989,0.275375564,NotSig,Compostibacillus,0.876279353,Firmicutes
Pontibacillus,-11.888,8.966,0.13295989,0.275375564,NotSig,Pontibacillus,0.876279353,Firmicutes
Marinococcus,16.747,14.323,0.183929829,0.343544328,NotSig,Marinococcus,0.735347833,Firmicutes
Salimicrobium,-7.313,12.967,7.63E-08,6.52E-07,Depleted,Salimicrobium,7.117475462,Firmicutes
Gemella,13.025,9.967,0.183929236,0.343544328,NotSig,Gemella,0.735349233,Firmicutes
Exiguobacterium,0.632,15.72,0.170405102,0.334022089,NotSig,Exiguobacterium,0.768517406,Firmicutes
Brochothrix,13.025,9.966,0.183929236,0.343544328,NotSig,Brochothrix,0.735349233,Firmicutes
Paenibacillus,0.581,11.552,0.979421296,1,NotSig,Paenibacillus,0.009030457,Firmicutes
Saccharibacillus,-1.827,12.773,0.151659659,0.301418292,NotSig,Saccharibacillus,0.819129925,Firmicutes
Oxalophagus,-4.354,9.966,0.000420437,0.001916815,Depleted,Oxalophagus,3.376299071,Firmicutes
Jeotgalibacillus,15.025,13.054,0.250691578,0.435733108,NotSig,Jeotgalibacillus,0.600860256,Firmicutes
Lysinibacillus,4.868,16.385,0.460075391,0.71517166,NotSig,Lysinibacillus,0.337170996,Firmicutes
Planococcus,1.698,13.358,0.141784422,0.285368647,NotSig,Planococcus,0.848371483,Firmicutes
Sporosarcina,12.703,9.967,0.250691578,0.435733108,NotSig,Sporosarcina,0.600860256,Firmicutes
Viridibacillus,-1.032,9.967,0.030466261,0.084582402,Depleted,Viridibacillus,1.516180842,Firmicutes
Ureibacillus,10.704,8.966,0.510345526,0.737855184,NotSig,Ureibacillus,0.292135688,Firmicutes
Staphylococcus,3.831,13.61,7.28E-07,5.50E-06,Enriched,Staphylococcus,6.137868621,Firmicutes
Jeotgalicoccus,17.146,15.214,0.058799017,0.143429818,NotSig,Jeotgalicoccus,1.230629934,Firmicutes
Thermoactinomyces,-13.472,10.551,0.13295989,0.275375564,NotSig,Thermoactinomyces,0.876279353,Firmicutes
Planifilum,-11.888,8.966,0.13295989,0.275375564,NotSig,Planifilum,0.876279353,Firmicutes
Mechercharimyces,13.51,10.966,0.250691578,0.435733108,NotSig,Mechercharimyces,0.600860256,Firmicutes
Aerococcus,-2.096,12.136,0.001820903,0.006910714,Depleted,Aerococcus,2.739713189,Firmicutes
Facklamia,-6.184,12.136,0.000121548,0.000630724,Depleted,Facklamia,3.915252183,Firmicutes
Trichococcus,0.381,12.666,0.266172891,0.458730332,NotSig,Trichococcus,0.574836178,Firmicutes
Alkalibacterium,15.347,11.288,0.020020856,0.058502425,Enriched,Alkalibacterium,1.698517358,Firmicutes
Vagococcus,-0.143,14.8,0.071989193,0.171683232,NotSig,Vagococcus,1.142732695,Firmicutes
Enterococcus,-0.919,14.212,0.550321685,0.775456691,NotSig,Enterococcus,0.259383374,Firmicutes
Lactobacillus,2.276,13.873,0.286756381,0.490061504,NotSig,Lactobacillus,0.542486909,Firmicutes
Leuconostoc,-3.292,15.095,0.492912786,0.737855184,NotSig,Leuconostoc,0.307229916,Firmicutes
Weissella,-7.925,14.52,0.004699434,0.016043284,Depleted,Weissella,2.327954445,Firmicutes
Lactococcus,-2.959,18.954,0.91106437,1,NotSig,Lactococcus,0.040450937,Firmicutes
Streptococcus,1.872,12.549,5.45E-05,0.000304037,Enriched,Streptococcus,4.263603498,Firmicutes
Catabacter,1.275,9.967,0.359316876,0.578066721,NotSig,Catabacter,0.444522385,Firmicutes
Clostridium_sensu_stricto,3.185,13.426,0.135679635,0.277650696,NotSig,Clostridium_sensu_stricto,0.867485333,Firmicutes
Proteiniclasticum,10.704,8.966,0.510345526,0.737855184,NotSig,Proteiniclasticum,0.292135688,Firmicutes
Hathewaya,14.703,10.551,0.034168255,0.091740871,Enriched,Hathewaya,1.4663772,Firmicutes
Oceanirhabdus,1.815,11.551,0.812651372,1,NotSig,Oceanirhabdus,0.090095727,Firmicutes
Alkaliphilus,5.006,14.288,0.455079321,0.713624386,NotSig,Alkaliphilus,0.341912899,Firmicutes
Natronincola,15.56,12.55,0.03416855,0.091740871,Enriched,Natronincola,1.466373451,Firmicutes
Tindallia,-17.745,13.288,3.58E-08,3.15E-07,Depleted,Tindallia,7.446116973,Firmicutes
Brassicibacter,15.162,12.966,0.349472314,0.564270173,NotSig,Brassicibacter,0.456587224,Firmicutes
Caminicella,20.551,14.919,0.001102652,0.00443235,Enriched,Caminicella,2.95756153,Firmicutes
Thermoanaerobacterium,11.704,8.967,0.349472314,0.564270173,NotSig,Thermoanaerobacterium,0.456587224,Firmicutes
Caldicoprobacter,-17.173,11.966,3.58E-08,3.15E-07,Depleted,Caldicoprobacter,7.446116973,Firmicutes
Sedimentibacter,-11.888,8.966,0.13295989,0.275375564,NotSig,Sedimentibacter,0.876279353,Firmicutes
Anaerosalibacter,4.785,13.135,5.67E-05,0.000312827,Enriched,Anaerosalibacter,4.246416941,Firmicutes
Tissierella,11.703,8.966,0.349472314,0.564270173,NotSig,Tissierella,0.456587224,Firmicutes
Soehngenia,-11.888,8.966,0.13295989,0.275375564,NotSig,Soehngenia,0.876279353,Firmicutes
Dethiosulfatibacter,-16.695,12.426,0.000205486,0.000997376,Depleted,Dethiosulfatibacter,3.687217762,Firmicutes
Gallicola,10.703,8.965,0.510345526,0.737855184,NotSig,Gallicola,0.292135688,Firmicutes
Fusibacter,-1.588,16.425,0.518035648,0.747458917,NotSig,Fusibacter,0.285640354,Firmicutes
Mogibacterium,-12.888,8.967,0.033095602,0.089833299,Depleted,Mogibacterium,1.480229715,Firmicutes
Thermaerobacter,3.208,11.55,0.088299069,0.203230277,NotSig,Thermaerobacter,1.054043875,Firmicutes
Eubacterium,5.995,16.787,0.172713343,0.337307516,NotSig,Eubacterium,0.76267411,Firmicutes
Acetobacterium,-1.299,11.774,0.002342626,0.008593642,Depleted,Acetobacterium,2.630297041,Firmicutes
Alkalibacter,0.722,12.136,0.09090944,0.206902347,NotSig,Alkalibacter,1.041391017,Firmicutes
Gracilibacter,10.704,8.966,0.510345526,0.737855184,NotSig,Gracilibacter,0.292135688,Firmicutes
Lutispora,-0.107,9.967,0.563572075,0.786136218,NotSig,Lutispora,0.249050534,Firmicutes
Clostridium_XlVa,4.648,13.609,0.11685033,0.252644577,NotSig,Clostridium_XlVa,0.932370057,Firmicutes
Shuttleworthia,12.704,9.967,0.250691578,0.435733108,NotSig,Shuttleworthia,0.600860256,Firmicutes
Lachnospiracea_incertae_sedis,3.08,16.759,0.435719313,0.686281965,NotSig,Lachnospiracea_incertae_sedis,0.36079319,Firmicutes
Roseburia,-0.599,11.288,0.054201787,0.133585406,NotSig,Roseburia,1.265986395,Firmicutes
Coprococcus,6.709,16.693,0.26140535,0.451609702,NotSig,Coprococcus,0.582685528,Firmicutes
Lactonifactor,1.137,10.551,0.812651124,1,NotSig,Lactonifactor,0.09009586,Firmicutes
Ruminococcus2,1.552,11.966,0.728222864,0.961308073,NotSig,Ruminococcus2,0.13773569,Firmicutes
Dorea,3.722,14.746,0.461329194,0.715831469,NotSig,Dorea,0.335989061,Firmicutes
Blautia,2.11,15.609,0.391643538,0.623744787,NotSig,Blautia,0.407109035,Firmicutes
Anaerostipes,15.287,13.135,0.102634278,0.227272591,NotSig,Anaerostipes,0.988707568,Firmicutes
Fusicatenibacter,2.4,14.135,0.583834605,0.809652072,NotSig,Fusicatenibacter,0.233710167,Firmicutes
Butyrivibrio,-2.184,8.967,0.173526412,0.337307516,NotSig,Butyrivibrio,0.760634413,Firmicutes
Acetatifactor,12.288,10.551,0.510345526,0.737855184,NotSig,Acetatifactor,0.292135688,Firmicutes
Parasporobacterium,-11.887,8.965,0.13295989,0.275375564,NotSig,Parasporobacterium,0.876279353,Firmicutes
Desulfosporosinus,14.872,12.136,0.102636146,0.227272591,NotSig,Desulfosporosinus,0.988699664,Firmicutes
Thermincola,2.985,12.288,0.458823908,0.714909025,NotSig,Thermincola,0.33835396,Firmicutes
Desulfotomaculum,1.095,12.287,0.00066952,0.002877724,Enriched,Desulfotomaculum,3.174236445,Firmicutes
Peptoniphilus,-6.657,14.053,1.69E-22,5.75E-21,Depleted,Peptoniphilus,21.7721133,Firmicutes
Sporacetigenium,-12.887,9.965,0.13295989,0.275375564,NotSig,Sporacetigenium,0.876279353,Firmicutes
Clostridium_XI,10.704,8.966,0.510345526,0.737855184,NotSig,Clostridium_XI,0.292135688,Firmicutes
Romboutsia,2.049,13.214,0.466978446,0.721969927,NotSig,Romboutsia,0.330703164,Firmicutes
Terrisporobacter,12.288,8.966,0.250688169,0.435733108,NotSig,Terrisporobacter,0.600866162,Firmicutes
Acetoanaerobium,0.4,10.966,0.485109079,0.737855184,NotSig,Acetoanaerobium,0.314160597,Firmicutes
Proteocatella,-0.77,8.967,0.475590064,0.732901751,NotSig,Proteocatella,0.322767227,Firmicutes
Intestinibacter,3.86,11.551,0.068268396,0.163729414,NotSig,Intestinibacter,1.165780301,Firmicutes
Peptostreptococcaceae_incertae_sedis,12.288,9.965,0.349472314,0.564270173,NotSig,Peptostreptococcaceae_incertae_sedis,0.456587224,Firmicutes
Peptostreptococcus,12.703,9.967,0.250690725,0.435733108,NotSig,Peptostreptococcus,0.600861734,Firmicutes
Clostridium_III,15.79,13.666,0.10263708,0.227272591,NotSig,Clostridium_III,0.988695712,Firmicutes
Papillibacter,15.346,13.214,0.183929829,0.343544328,NotSig,Papillibacter,0.735347833,Firmicutes
Sporobacter,19.215,17.064,0.044763674,0.114271822,Enriched,Sporobacter,1.349074276,Firmicutes
Faecalibacterium,1.884,15.823,0.67289808,0.899930235,NotSig,Faecalibacterium,0.172050711,Firmicutes
Ruminococcus,4.397,17.713,0.659637255,0.887184131,NotSig,Ruminococcus,0.180694824,Firmicutes
Acetivibrio,0.814,10.551,0.918930512,1,NotSig,Acetivibrio,0.036717328,Firmicutes
Gemmiger,1.538,14.135,0.805321261,1,NotSig,Gemmiger,0.094030835,Firmicutes
Oscillibacter,3.813,13.357,0.200591629,0.367215498,NotSig,Oscillibacter,0.697687195,Firmicutes
Fastidiosipila,16.872,11.773,7.64E-05,0.000405293,Enriched,Fastidiosipila,4.116906641,Firmicutes
Clostridium_IV,13.702,10.965,0.183929236,0.343544328,NotSig,Clostridium_IV,0.735349233,Firmicutes
Saccharofermentans,-4.353,11.287,0.052204908,0.130466556,NotSig,Saccharofermentans,1.282288665,Firmicutes
Pseudoflavonifractor,3.769,13.666,0.34668716,0.564270173,NotSig,Pseudoflavonifractor,0.460062243,Firmicutes
Syntrophomonas,2.516,9.966,0.067628256,0.162741183,NotSig,Syntrophomonas,1.169871812,Firmicutes
Vallitalea,-4.733,14.61,8.86E-09,8.32E-08,Depleted,Vallitalea,8.052566278,Firmicutes
Natranaerovirga,1.478,12.426,0.969257136,1,NotSig,Natranaerovirga,0.013560993,Firmicutes
Dethiobacter,1.657,10.966,0.17800467,0.341874379,NotSig,Dethiobacter,0.749568604,Firmicutes
Thermanaeromonas,17.535,12.136,3.69E-06,2.49E-05,Enriched,Thermanaeromonas,5.432973634,Firmicutes
Desulfovirgula,12.703,9.967,0.250691578,0.435733108,NotSig,Desulfovirgula,0.600860256,Firmicutes
Carboxydothermus,1.4,10.551,0.60828745,0.831442712,NotSig,Carboxydothermus,0.215891144,Firmicutes
Thermoanaerobacter,-0.114,11.288,0.047080033,0.119543072,Depleted,Thermoanaerobacter,1.327163241,Firmicutes
Erysipelothrix,-0.184,10.967,0.918930512,1,NotSig,Erysipelothrix,0.036717328,Firmicutes
