,log2FC,log2CPM,PValue,FDR,level,otu,neglogp,tax
Flavihumibacter,1.272,13.92,0.005679273,0.022829079,Enriched,Flavihumibacter,2.245707254,Bacteroidetes
Hydrobacter,-16.816,11.773,0.000444465,0.002736854,Depleted,Hydrobacter,3.352162432,Bacteroidetes
Heliimonas,3.931,12.873,0.016470876,0.051999868,Enriched,Heliimonas,1.783283302,Bacteroidetes
Parafilimonas,-3.447,9.966,0.004918073,0.020342291,Depleted,Parafilimonas,2.308205029,Bacteroidetes
Cnuella,-0.332,8.966,0.799055864,1,NotSig,Cnuella,0.097422857,Bacteroidetes
Asinibacterium,2.668,10.966,0.007447406,0.028568408,Enriched,Asinibacterium,2.12799497,Bacteroidetes
Thermoflavifilum,4.981,12.873,0.007963082,0.029989992,Enriched,Thermoflavifilum,2.098918812,Bacteroidetes
Rubrivirga,20.819,15.116,8.47E-07,1.20E-05,Enriched,Rubrivirga,6.07211659,Bacteroidetes
Salisaeta,5.534,15.116,0.018411825,0.056992787,Enriched,Salisaeta,1.734903162,Bacteroidetes
Salinibacter,3.488,14.988,0.306271459,0.499484996,NotSig,Salinibacter,0.513893473,Bacteroidetes
Rubricoccus,20.117,14.666,1.42E-05,0.000140507,Enriched,Rubricoccus,4.847711656,Bacteroidetes
Rhodothermus,2.22,13.425,0.253695704,0.451964756,NotSig,Rhodothermus,0.595686887,Bacteroidetes
Lewinella,2.873,17.26,1.01E-05,0.000103372,Enriched,Lewinella,4.995678626,Bacteroidetes
Haliscomenobacter,-0.174,15.747,0.000806512,0.004531074,Depleted,Haliscomenobacter,3.093389166,Bacteroidetes
Portibacter,0.939,13.551,0.132105417,0.267776179,NotSig,Portibacter,0.879079374,Bacteroidetes
Aureispira,-1.747,12.136,0.045605684,0.119851401,Depleted,Aureispira,1.340981026,Bacteroidetes
Phaeodactylibacter,-0.022,15.836,0.226257636,0.417683889,NotSig,Phaeodactylibacter,0.645396755,Bacteroidetes
Solitalea,-1.922,15.707,1.68E-17,1.04E-15,Depleted,Solitalea,16.77469072,Bacteroidetes
Pedobacter,-0.379,15.848,0.000252375,0.001723157,Depleted,Pedobacter,3.597953668,Bacteroidetes
Mucilaginibacter,0.702,14.747,0.072989263,0.170189018,NotSig,Mucilaginibacter,1.136741022,Bacteroidetes
Sphingobacterium,2.916,16.165,0.570755135,0.802431111,NotSig,Sphingobacterium,0.243550173,Bacteroidetes
Arcticibacter,-1.377,12.551,0.023436585,0.069966543,Depleted,Arcticibacter,1.63010567,Bacteroidetes
Parapedobacter,1.632,12.425,0.886280805,1,NotSig,Parapedobacter,0.052428657,Bacteroidetes
Nubsella,17.725,13.55,0.00089102,0.004834831,Enriched,Nubsella,3.050112548,Bacteroidetes
Achromobacter,1.616,14.053,0.044374146,0.117046038,Enriched,Achromobacter,1.352869992,Betaproteobacteria
Oligella,-6.947,15.307,0.02055908,0.062687622,Depleted,Oligella,1.686996324,Betaproteobacteria
Eoetvoesia,-4.939,12.967,5.04E-20,4.00E-18,Depleted,Eoetvoesia,19.29756946,Betaproteobacteria
Derxia,2.686,11.964,0.026761398,0.077618933,Enriched,Derxia,1.572491203,Betaproteobacteria
Alcaligenes,20.296,16.861,5.69E-05,0.000485943,Enriched,Alcaligenes,4.244887734,Betaproteobacteria
Pusillimonas,-3.27,10.551,0.001948841,0.009088225,Depleted,Pusillimonas,2.710223592,Betaproteobacteria
Advenella,1.18,12.137,0.701932768,0.960362474,NotSig,Advenella,0.153704483,Betaproteobacteria
Castellaniella,17.024,13.213,0.014040165,0.04574273,Enriched,Castellaniella,1.852627788,Betaproteobacteria
Bordetella,-1.747,8.966,0.247704465,0.444837454,NotSig,Bordetella,0.606066165,Betaproteobacteria
Pandoraea,-1.666,14.799,7.24E-07,1.03E-05,Depleted,Pandoraea,6.140261434,Betaproteobacteria
Limnobacter,0.685,14.775,0.089556871,0.20414961,NotSig,Limnobacter,1.047901089,Betaproteobacteria
Ralstonia,4.523,16.26,1.71E-07,2.75E-06,Enriched,Ralstonia,6.76700389,Betaproteobacteria
Polynucleobacter,-5.898,17.367,1.88E-41,2.69E-38,Depleted,Polynucleobacter,40.72584215,Betaproteobacteria
Cupriavidus,-1.391,10.967,0.352445692,0.557889508,NotSig,Cupriavidus,0.452907794,Betaproteobacteria
Burkholderia,-0.939,15.624,1.55E-09,3.52E-08,Depleted,Burkholderia,8.809668302,Betaproteobacteria
Lautropia,-0.847,10.551,0.474573866,0.686832563,NotSig,Lautropia,0.323696181,Betaproteobacteria
Chitinimonas,-1.302,13.667,0.000579219,0.00338748,Depleted,Chitinimonas,3.237157201,Betaproteobacteria
Aquabacterium,3.213,19.561,1.44E-11,5.15E-10,Enriched,Aquabacterium,10.84163751,Betaproteobacteria
Ideonella,0.925,15.595,0.174724859,0.340921261,NotSig,Ideonella,0.757645301,Betaproteobacteria
Tepidimonas,0.762,13.136,0.818955086,1,NotSig,Tepidimonas,0.086739916,Betaproteobacteria
Sphaerotilus,0.088,15.032,0.368554951,0.564906461,NotSig,Sphaerotilus,0.43349775,Betaproteobacteria
Thiobacter,1.641,15.72,0.153101798,0.303861287,NotSig,Thiobacter,0.815019709,Betaproteobacteria
Inhella,0.572,13.774,0.400263902,0.603636707,NotSig,Inhella,0.397653575,Betaproteobacteria
Methylibium,1.353,11.551,0.498833085,0.717575416,NotSig,Methylibium,0.30204475,Betaproteobacteria
Rubrivivax,-0.332,8.967,0.799054125,1,NotSig,Rubrivivax,0.097423802,Betaproteobacteria
Hydrogenophaga,0.288,18.398,0.008367477,0.031014001,Enriched,Hydrogenophaga,2.077405473,Betaproteobacteria
Ramlibacter,0.258,17.953,0.58912035,0.825272655,NotSig,Ramlibacter,0.229795975,Betaproteobacteria
Limnohabitans,-2.235,17.926,1.03E-26,1.22E-24,Depleted,Limnohabitans,25.98716278,Betaproteobacteria
Roseateles,1.201,17.55,0.004664969,0.019464653,Enriched,Roseateles,2.331151238,Betaproteobacteria
Acidovorax,0.936,17.114,0.363699663,0.559266615,NotSig,Acidovorax,0.439257101,Betaproteobacteria
Rhodoferax,-0.229,16.759,0.006806738,0.026981152,Depleted,Rhodoferax,2.167060966,Betaproteobacteria
Diaphorobacter,0.484,16.68,0.031133094,0.085932158,Enriched,Diaphorobacter,1.506777717,Betaproteobacteria
Zhizhongheella,0.971,14.873,0.166863881,0.327080712,NotSig,Zhizhongheella,0.77763766,Betaproteobacteria
Polaromonas,-1.539,14.095,1.43E-10,3.92E-09,Depleted,Polaromonas,9.844663963,Betaproteobacteria
Malikia,-6.458,16.505,0.279600062,0.462328261,NotSig,Malikia,0.553462737,Betaproteobacteria
Comamonas,3.894,16.26,0.019805225,0.06051832,Enriched,Comamonas,1.703220219,Betaproteobacteria
Kinneretia,-0.737,13.552,0.609534267,0.85191518,NotSig,Kinneretia,0.215001874,Betaproteobacteria
Xenophilus,16.932,11.288,0.000225801,0.001556669,Enriched,Xenophilus,3.646274139,Betaproteobacteria
Variovorax,0.932,11.551,0.686976113,0.940801261,NotSig,Variovorax,0.163058364,Betaproteobacteria
Delftia,15.832,12.425,0.058282897,0.143892204,NotSig,Delftia,1.234458869,Betaproteobacteria
Noviherbaspirillum,-3.543,15.565,1.33E-22,1.19E-20,Depleted,Noviherbaspirillum,21.87614836,Betaproteobacteria
Massilia,3.32,16.799,1.25E-08,2.42E-07,Enriched,Massilia,7.903089987,Betaproteobacteria
Undibacterium,-2.234,17.624,1.25E-18,8.50E-17,Depleted,Undibacterium,17.90308999,Betaproteobacteria
Janthinobacterium,4.525,14.693,0.164755151,0.323836916,NotSig,Janthinobacterium,0.783160998,Betaproteobacteria
Duganella,0.529,14.58,0.095699645,0.215060462,NotSig,Duganella,1.019089673,Betaproteobacteria
Herbaspirillum,0.738,12.135,0.562287829,0.791306442,NotSig,Herbaspirillum,0.250041317,Betaproteobacteria
Herminiimonas,-0.431,12.136,0.630214939,0.875673533,NotSig,Herminiimonas,0.200511306,Betaproteobacteria
Oxalicibacterium,1.252,8.966,0.468099465,0.682306371,NotSig,Oxalicibacterium,0.329661855,Betaproteobacteria
Sutterella,-7.876,18.402,5.04E-16,2.57E-14,Depleted,Sutterella,15.29756946,Betaproteobacteria
Parasutterella,0.041,11.549,0.589893559,0.825272655,NotSig,Parasutterella,0.229226346,Betaproteobacteria
Ferritrophicum,5.645,13.287,0.118332347,0.253841383,NotSig,Ferritrophicum,0.926896522,Betaproteobacteria
Ferrovum,-1.863,9.966,0.040325086,0.107558686,Depleted,Ferrovum,1.394424698,Betaproteobacteria
Gallionella,2.712,12.288,0.862850367,1,NotSig,Gallionella,0.064064512,Betaproteobacteria
Sideroxydans,-2.502,10.551,0.001923183,0.008997974,Depleted,Sideroxydans,2.715979389,Betaproteobacteria
Thiobacillus,1.816,17.742,0.094894604,0.213925117,NotSig,Thiobacillus,1.022758482,Betaproteobacteria
Tepidiphilus,-17.094,11.551,3.59E-05,0.000324533,Depleted,Tepidiphilus,4.444905551,Betaproteobacteria
Methylotenera,-0.772,15.271,0.001400425,0.007061505,Depleted,Methylotenera,2.853740145,Betaproteobacteria
Methylophilus,-0.782,15.536,4.87E-08,8.37E-07,Depleted,Methylophilus,7.312471039,Betaproteobacteria
Methylovorus,-3.928,13.721,1.55E-11,5.41E-10,Depleted,Methylovorus,10.8096683,Betaproteobacteria
Vogesella,1.642,17.61,0.025758537,0.075015167,Enriched,Vogesella,1.589078807,Betaproteobacteria
Alysiella,-6.996,16.759,3.57E-05,0.000324533,Depleted,Alysiella,4.447331784,Betaproteobacteria
Rivicola,-0.206,14.666,0.002818996,0.012570959,Depleted,Rivicola,2.54990554,Betaproteobacteria
Deefgea,2.973,14.323,0.000347826,0.002266429,Enriched,Deefgea,3.458637958,Betaproteobacteria
Chitinibacter,1.952,14.721,0.547744106,0.773126448,NotSig,Chitinibacter,0.261422287,Betaproteobacteria
Iodobacter,0.253,8.966,0.905290014,1,NotSig,Iodobacter,0.04321227,Betaproteobacteria
Aquaspirillum,-0.171,14.49,0.010095265,0.036105122,Depleted,Aquaspirillum,1.995882276,Betaproteobacteria
Formivibrio,1.598,14.773,0.228270541,0.420312337,NotSig,Formivibrio,0.641550132,Betaproteobacteria
Chromobacterium,5.442,12.666,3.77E-06,4.41E-05,Enriched,Chromobacterium,5.42365865,Betaproteobacteria
Pseudogulbenkiania,1.365,13.214,0.068163982,0.159198039,NotSig,Pseudogulbenkiania,1.166445047,Betaproteobacteria
Vitreoscilla,3.421,11.287,0.062068184,0.149109929,NotSig,Vitreoscilla,1.207130961,Betaproteobacteria
Andreprevotia,0.012,11.55,0.382648246,0.582515466,NotSig,Andreprevotia,0.417200273,Betaproteobacteria
Uruburuella,1.253,11.287,0.727199489,0.989240869,NotSig,Uruburuella,0.138346435,Betaproteobacteria
Neisseria,13.025,8.967,0.123234059,0.253841383,NotSig,Neisseria,0.909269247,Betaproteobacteria
Laribacter,-1.126,9.966,0.224002212,0.414592941,NotSig,Laribacter,0.649747693,Betaproteobacteria
Microvirgula,15.931,10.966,0.001769147,0.008471719,Enriched,Microvirgula,2.75223608,Betaproteobacteria
Paludibacterium,15.609,11.551,0.123234059,0.253841383,NotSig,Paludibacterium,0.909269247,Betaproteobacteria
Chitinilyticum,3.252,11.288,0.122440344,0.253841383,NotSig,Chitinilyticum,0.912075459,Betaproteobacteria
Conchiformibius,-15.356,10.967,0.065945356,0.155033674,NotSig,Conchiformibius,1.180815783,Betaproteobacteria
Nitrosospira,-2.242,13.667,5.60E-07,8.15E-06,Depleted,Nitrosospira,6.251811973,Betaproteobacteria
Nitrosomonas,0.077,13.61,0.352639339,0.557889508,NotSig,Nitrosomonas,0.452669241,Betaproteobacteria
Spirillum,0.845,13.136,0.165862275,0.325564602,NotSig,Spirillum,0.780252382,Betaproteobacteria
Zoogloea,-1.259,16.233,0.127127956,0.259901997,NotSig,Zoogloea,0.895758936,Betaproteobacteria
Dechloromonas,0.541,16.095,0.841779058,1,NotSig,Dechloromonas,0.074801883,Betaproteobacteria
Azospira,5.567,16.358,3.23E-09,6.69E-08,Enriched,Azospira,8.490797478,Betaproteobacteria
Propionivibrio,-1.521,16.349,2.38E-11,7.72E-10,Depleted,Propionivibrio,10.62342304,Betaproteobacteria
Azovibrio,0.201,13.214,0.374385169,0.571387847,NotSig,Azovibrio,0.426681364,Betaproteobacteria
Ferribacterium,0.838,14.489,0.150072793,0.299097592,NotSig,Ferribacterium,0.823698035,Betaproteobacteria
Azoarcus,-2.508,16.074,7.32E-08,1.23E-06,Depleted,Azoarcus,7.135488919,Betaproteobacteria
Thauera,1.204,14.694,0.44934738,0.66863265,NotSig,Thauera,0.347417786,Betaproteobacteria
Sulfuritalea,1.028,15.474,0.177469076,0.345025029,NotSig,Sulfuritalea,0.750877312,Betaproteobacteria
Methyloversatilis,1.635,14.848,0.339305501,0.539787013,NotSig,Methyloversatilis,0.469409099,Betaproteobacteria
Georgfuchsia,1.663,14.798,0.991552188,1,NotSig,Georgfuchsia,0.003684423,Betaproteobacteria
Denitratisoma,13.025,9.966,0.278364334,0.460818914,NotSig,Denitratisoma,0.55538641,Betaproteobacteria
Uliginosibacterium,0.897,14.323,0.067501964,0.157910332,NotSig,Uliginosibacterium,1.170683591,Betaproteobacteria
Sterolibacterium,-0.369,11.551,0.01864675,0.057346793,Depleted,Sterolibacterium,1.729396852,Betaproteobacteria
Sulfuriferula,-0.07,10.965,0.155890798,0.308111038,NotSig,Sulfuriferula,0.80717952,Betaproteobacteria
Sulfuricella,3.355,14.095,0.214112136,0.399918871,NotSig,Sulfuricella,0.669358716,Betaproteobacteria
Alicyclobacillus,0.335,11.288,0.895651514,1,NotSig,Alicyclobacillus,0.047860936,Firmicutes
Tumebacillus,5.575,12.773,6.25E-05,0.000524368,Enriched,Tumebacillus,4.204119983,Firmicutes
Kyrpidia,18.451,13.61,1.42E-05,0.000140507,Enriched,Kyrpidia,4.847711656,Firmicutes
Bacillus,5.806,18.096,1.90E-11,6.45E-10,Enriched,Bacillus,10.7212464,Firmicutes
Anoxybacillus,15.725,11.288,0.001768971,0.008471719,Enriched,Anoxybacillus,2.752279287,Firmicutes
Fictibacillus,16.347,11.551,0.000113362,0.000856582,Enriched,Fictibacillus,3.945532501,Firmicutes
Domibacillus,1.252,8.966,0.468099465,0.682306371,NotSig,Domibacillus,0.329661855,Firmicutes
Caldibacillus,1.253,9.966,0.517795608,0.739633966,NotSig,Caldibacillus,0.285841638,Firmicutes
Thalassobacillus,16.931,10.966,7.04E-06,7.39E-05,Enriched,Thalassobacillus,5.152427341,Firmicutes
Lentibacillus,14.832,11.551,0.123234059,0.253841383,NotSig,Lentibacillus,0.909269247,Firmicutes
Oceanobacillus,14.025,8.966,0.028376706,0.07941539,Enriched,Oceanobacillus,1.547038019,Firmicutes
Compostibacillus,12.024,8.965,0.278364334,0.460818914,NotSig,Compostibacillus,0.55538641,Firmicutes
Sinibacillus,12.025,8.966,0.278364334,0.460818914,NotSig,Sinibacillus,0.55538641,Firmicutes
Gracilibacillus,12.025,8.966,0.278364334,0.460818914,NotSig,Gracilibacillus,0.55538641,Firmicutes
Desulfuribacillus,-16.527,13.721,0.36365456,0.559266615,NotSig,Desulfuribacillus,0.439310962,Firmicutes
Gemella,-2.834,9.967,0.009832627,0.035432217,Depleted,Gemella,2.007330435,Firmicutes
Exiguobacterium,6.066,18.151,2.07E-16,1.14E-14,Enriched,Exiguobacterium,15.68402965,Firmicutes
Paenibacillus,-0.847,13.288,0.33008119,0.531119873,NotSig,Paenibacillus,0.481379224,Firmicutes
Cohnella,13.025,9.966,0.278364334,0.460818914,NotSig,Cohnella,0.55538641,Firmicutes
Brevibacillus,-0.748,9.967,0.447446904,0.666499721,NotSig,Brevibacillus,0.349258493,Firmicutes
Oxalophagus,-2.605,11.287,0.024131445,0.071295179,Depleted,Oxalophagus,1.617416672,Firmicutes
Ammoniphilus,2.421,8.967,0.015764658,0.050214658,Enriched,Ammoniphilus,1.802315446,Firmicutes
Jeotgalibacillus,9.014,15.92,2.26E-10,5.77E-09,Enriched,Jeotgalibacillus,9.645891561,Firmicutes
Lysinibacillus,5.008,13.666,0.460001777,0.678122454,NotSig,Lysinibacillus,0.337240491,Firmicutes
Sporosarcina,5.297,13.666,0.060324767,0.146655972,NotSig,Sporosarcina,1.219504347,Firmicutes
Viridibacillus,-3.266,15.175,2.66E-09,5.66E-08,Depleted,Viridibacillus,8.575118363,Firmicutes
Ureibacillus,15.932,10.551,0.000890984,0.004834831,Enriched,Ureibacillus,3.050130095,Firmicutes
Psychrobacillus,14.61,11.288,0.123234059,0.253841383,NotSig,Psychrobacillus,0.909269247,Firmicutes
Staphylococcus,2.803,12.286,0.011695235,0.040804646,Enriched,Staphylococcus,1.931991047,Firmicutes
Laceyella,-12.772,8.966,0.196159222,0.368320868,NotSig,Laceyella,0.70739127,Firmicutes
Hazenella,14.347,11.288,0.278364334,0.460818914,NotSig,Hazenella,0.55538641,Firmicutes
Melghirimyces,12.026,8.967,0.278364334,0.460818914,NotSig,Melghirimyces,0.55538641,Firmicutes
Aerococcus,-15.472,9.966,0.005302823,0.021607283,Depleted,Aerococcus,2.275492869,Firmicutes
Trichococcus,1.461,14.01,0.011212162,0.039408265,Enriched,Trichococcus,1.950310636,Firmicutes
Alkalibacterium,1.087,12.288,0.76696037,1,NotSig,Alkalibacterium,0.115227076,Firmicutes
Vagococcus,13.025,9.966,0.278364334,0.460818914,NotSig,Vagococcus,0.55538641,Firmicutes
Enterococcus,4.5,12.666,0.016197054,0.051362657,Enriched,Enterococcus,1.79056397,Firmicutes
Lactobacillus,4.525,13.214,2.35E-06,3.02E-05,Enriched,Lactobacillus,5.628932138,Firmicutes
Weissella,12.025,8.966,0.278364334,0.460818914,NotSig,Weissella,0.55538641,Firmicutes
Lactococcus,1.712,11.773,0.364134681,0.55933282,NotSig,Lactococcus,0.438737956,Firmicutes
Streptococcus,1.076,11.287,0.334291189,0.535035348,NotSig,Streptococcus,0.47587507,Firmicutes
Clostridium_sensu_stricto,2.324,16.624,0.106261497,0.237300713,NotSig,Clostridium_sensu_stricto,0.97362407,Firmicutes
Oxobacter,12.024,8.965,0.278364334,0.460818914,NotSig,Oxobacter,0.55538641,Firmicutes
Thermobrachium,-3.068,9.967,0.035439335,0.09683227,Depleted,Thermobrachium,1.450514436,Firmicutes
Proteiniclasticum,17.548,13.214,0.001768761,0.008471719,Enriched,Proteiniclasticum,2.752330846,Firmicutes
Alkaliphilus,17.752,13.287,0.000225783,0.001556669,Enriched,Alkaliphilus,3.646308761,Firmicutes
Tindallia,-15.679,9.967,0.000730924,0.004172113,Depleted,Tindallia,3.136127778,Firmicutes
Proteiniborus,-1.262,10.55,0.018604222,0.057339579,Depleted,Proteiniborus,1.730388487,Firmicutes
Thermovenabulum,8.654,16.653,0.001024475,0.00541454,Enriched,Thermovenabulum,2.989498635,Firmicutes
Tepidanaerobacter,16.78,11.773,0.014039883,0.04574273,Enriched,Tepidanaerobacter,1.852636511,Firmicutes
Caldicoprobacter,-2.736,14.011,6.19E-09,1.26E-07,Depleted,Caldicoprobacter,8.208309351,Firmicutes
Sedimentibacter,-5.033,11.773,0.012464524,0.043172028,Depleted,Sedimentibacter,1.904324302,Firmicutes
Anaerosalibacter,13.025,9.966,0.278364334,0.460818914,NotSig,Anaerosalibacter,0.55538641,Firmicutes
Tissierella,12.024,8.965,0.278364334,0.460818914,NotSig,Tissierella,0.55538641,Firmicutes
Soehngenia,-0.584,11.773,0.244090443,0.440350268,NotSig,Soehngenia,0.612449224,Firmicutes
Fusibacter,5.031,15.195,3.95E-05,0.000354026,Enriched,Fusibacter,4.403402904,Firmicutes
Acidaminobacter,1.837,8.966,0.238585059,0.431806838,NotSig,Acidaminobacter,0.622356757,Firmicutes
Anaerovorax,2.838,10.551,0.026568967,0.07721775,Enriched,Anaerovorax,1.575625331,Firmicutes
Mogibacterium,-5.069,11.551,2.37E-06,3.02E-05,Depleted,Mogibacterium,5.625251654,Firmicutes
Anaerobranca,-0.332,8.967,0.718044129,0.977718485,NotSig,Anaerobranca,0.143848864,Firmicutes
Carboxydocella,-14.771,9.966,0.023680381,0.070109722,Depleted,Carboxydocella,1.625611314,Firmicutes
Eubacterium,3.51,15.095,5.58E-06,6.08E-05,Enriched,Eubacterium,5.253365801,Firmicutes
Acetobacterium,-1.017,11.773,0.387288727,0.587312448,NotSig,Acetobacterium,0.411965144,Firmicutes
Gracilibacter,-0.748,8.965,0.664596951,0.917195212,NotSig,Gracilibacter,0.177441655,Firmicutes
Lutispora,0.252,8.966,0.909576751,1,NotSig,Lutispora,0.041160649,Firmicutes
Clostridium_XlVa,3.542,14.666,6.64E-05,0.000547606,Enriched,Clostridium_XlVa,4.177831921,Firmicutes
Shuttleworthia,20.967,16.693,0.00022581,0.001556669,Enriched,Shuttleworthia,3.646256829,Firmicutes
Lachnospiracea_incertae_sedis,4.261,15.52,0.062343235,0.149518986,NotSig,Lachnospiracea_incertae_sedis,1.205210666,Firmicutes
Roseburia,3.731,13.549,0.001157434,0.00598673,Enriched,Roseburia,2.936503764,Firmicutes
Coprococcus,16.112,11.772,0.00044871,0.002736854,Enriched,Coprococcus,3.348034252,Firmicutes
Lactonifactor,3.55,14.053,0.052929035,0.136829227,NotSig,Lactonifactor,1.276306024,Firmicutes
Ruminococcus2,2.915,11.288,0.011101032,0.039128815,Enriched,Ruminococcus2,1.954636645,Firmicutes
Dorea,3.836,10.551,0.015960334,0.050724716,Enriched,Dorea,1.796958024,Firmicutes
Blautia,5.135,13.136,0.000958545,0.005161145,Enriched,Blautia,3.018387494,Firmicutes
Anaerostipes,3.5,11.55,0.047786552,0.124892692,Enriched,Anaerostipes,1.320694305,Firmicutes
Fusicatenibacter,1.726,11.773,0.643393556,0.891381169,NotSig,Fusicatenibacter,0.191523293,Firmicutes
Pseudobutyrivibrio,17.858,12.966,0.014039883,0.04574273,Enriched,Pseudobutyrivibrio,1.852636511,Firmicutes
Cellulosilyticum,-12.772,8.967,0.19616248,0.368320868,NotSig,Cellulosilyticum,0.707384057,Firmicutes
Butyrivibrio,17.382,11.966,0.000448781,0.002736854,Enriched,Butyrivibrio,3.347965538,Firmicutes
Eisenbergiella,13.61,9.966,0.123234059,0.253841383,NotSig,Eisenbergiella,0.909269247,Firmicutes
Marvinbryantia,16.484,12.425,0.028382515,0.07941539,Enriched,Marvinbryantia,1.546949124,Firmicutes
Acetatifactor,14.831,11.55,0.123234059,0.253841383,NotSig,Acetatifactor,0.909269247,Firmicutes
Parasporobacterium,16.978,13.772,0.123234059,0.253841383,NotSig,Parasporobacterium,0.909269247,Firmicutes
Desulfosporosinus,1.693,11.288,0.163723377,0.32225277,NotSig,Desulfosporosinus,0.785889306,Firmicutes
Syntrophobotulus,0.253,8.967,0.859833801,1,NotSig,Syntrophobotulus,0.065585486,Firmicutes
Desulfotomaculum,-0.747,9.967,0.17889911,0.347332014,NotSig,Desulfotomaculum,0.74739182,Firmicutes
Pelotomaculum,-0.162,8.967,0.888584895,1,NotSig,Pelotomaculum,0.051301074,Firmicutes
Sporacetigenium,2.06,10.965,0.288988418,0.475089549,NotSig,Sporacetigenium,0.539119562,Firmicutes
Clostridium_XI,1.838,10.551,0.135284471,0.273056493,NotSig,Clostridium_XI,0.868752052,Firmicutes
Romboutsia,-1.138,12.667,0.000674098,0.003875939,Depleted,Romboutsia,3.171276961,Firmicutes
Terrisporobacter,2.127,10.551,0.066887431,0.156729661,NotSig,Terrisporobacter,1.174655484,Firmicutes
Acetoanaerobium,3.192,10.967,0.000545734,0.003218029,Enriched,Acetoanaerobium,3.263018988,Firmicutes
Proteocatella,2.116,12.425,0.16762993,0.328131564,NotSig,Proteocatella,0.775648436,Firmicutes
Intestinibacter,-1.554,9.965,0.059974947,0.146655972,NotSig,Intestinibacter,1.222030127,Firmicutes
Peptostreptococcaceae_incertae_sedis,5.112,13.288,0.007720794,0.029302056,Enriched,Peptostreptococcaceae_incertae_sedis,2.112338035,Firmicutes
Peptostreptococcus,12.024,8.965,0.278364334,0.460818914,NotSig,Peptostreptococcus,0.55538641,Firmicutes
Clostridium_III,2.332,14.175,0.000141912,0.00104386,Enriched,Clostridium_III,3.847980879,Firmicutes
Papillibacter,8.328,16.799,3.42E-06,4.11E-05,Enriched,Papillibacter,5.465973894,Firmicutes
Sporobacter,3.191,11.549,0.005332625,0.02161834,Enriched,Sporobacter,2.273058956,Firmicutes
Faecalibacterium,3.449,15.339,0.133070581,0.269334164,NotSig,Faecalibacterium,0.875917947,Firmicutes
Ruminococcus,-1.435,14.58,0.000286926,0.001907779,Depleted,Ruminococcus,3.542230096,Firmicutes
Acetivibrio,-11.772,8.966,0.36365456,0.559266615,NotSig,Acetivibrio,0.439310962,Firmicutes
Gemmiger,4.599,13.053,0.000385163,0.002464698,Enriched,Gemmiger,3.414355439,Firmicutes
Oscillibacter,3.422,11.287,7.48E-05,0.00060649,Enriched,Oscillibacter,4.126098402,Firmicutes
Fastidiosipila,12.024,8.965,0.278364334,0.460818914,NotSig,Fastidiosipila,0.55538641,Firmicutes
Clostridium_IV,2.073,14.175,0.019627852,0.060234289,Enriched,Clostridium_IV,1.707127225,Firmicutes
Pseudoflavonifractor,1.838,9.964,0.159496534,0.314366787,NotSig,Pseudoflavonifractor,0.79724875,Firmicutes
Syntrophomonas,-1.797,11.551,0.185633855,0.357972313,NotSig,Syntrophomonas,0.731342816,Firmicutes
Vallitalea,-13.357,8.966,0.112218299,0.246366169,NotSig,Vallitalea,0.949936319,Firmicutes
Natranaerovirga,0.253,8.967,0.868888028,1,NotSig,Natranaerovirga,0.061036187,Firmicutes
Desulfovirgula,12.024,8.965,0.278364334,0.460818914,NotSig,Desulfovirgula,0.55538641,Firmicutes
Carboxydothermus,3.382,11.55,0.000355479,0.002305765,Enriched,Carboxydothermus,3.44918605,Firmicutes
Thermoanaerobacter,-13.357,8.966,0.112218299,0.246366169,NotSig,Thermoanaerobacter,0.949936319,Firmicutes
Erysipelothrix,7.96,15.01,0.000253683,0.001723836,Enriched,Erysipelothrix,3.595708635,Firmicutes
Clostridium_XVIII,-3.271,16.861,0.000128501,0.00095506,Depleted,Clostridium_XVIII,3.891093493,Firmicutes
Turicibacter,0.99,10.966,0.524481364,0.746941025,NotSig,Turicibacter,0.280269939,Firmicutes
Catenibacterium,-12.772,8.966,0.196159222,0.368320868,NotSig,Catenibacterium,0.70739127,Firmicutes
Holdemanella,14.347,11.288,0.278364334,0.460818914,NotSig,Holdemanella,0.55538641,Firmicutes
Holdemania,15.025,10.966,0.058282897,0.143892204,NotSig,Holdemania,1.234458869,Firmicutes
Catenisphaera,14.609,11.287,0.123234059,0.253841383,NotSig,Catenisphaera,0.909269247,Firmicutes
Acidaminococcus,16.347,11.966,0.003516172,0.015168496,Enriched,Acidaminococcus,2.453929889,Firmicutes
Succinispira,3.776,12.134,0.006777044,0.026940771,Enriched,Succinispira,2.168959695,Firmicutes
Phascolarctobacterium,4.896,12.424,0.003934643,0.016613245,Enriched,Phascolarctobacterium,2.405094666,Firmicutes
Propionispira,9.979,18.821,4.52E-08,7.97E-07,Enriched,Propionispira,7.344861565,Firmicutes
Sporomusa,18.451,13.425,5.69E-05,0.000485943,Enriched,Sporomusa,4.244887734,Firmicutes
Selenomonas,6.868,16.01,0.000472051,0.002866457,Enriched,Selenomonas,3.326011078,Firmicutes
Dialister,2.252,11.286,0.129834792,0.264299927,NotSig,Dialister,0.886608913,Firmicutes
Anaerosinus,5.98,12.872,0.001986151,0.009142701,Enriched,Anaerosinus,2.701987737,Firmicutes
Pelosinus,16.417,11.773,0.000890914,0.004834831,Enriched,Pelosinus,3.050164216,Firmicutes
